question_id,question_text,clone_type,alpha,base_jaccard_mean,base_spearman_mean,base_kendall_mean,crw_jaccard_mean,crw_jaccard_median,crw_jaccard_p10,crw_spearman_mean,crw_kendall_mean,min_nonclone_dist
32214,"Do you support an increase in the retirement age (e.g., to 67)?",identical,0.01,0.657318298781259,0.9518548363770024,0.8578522973519949,0.990718606169063,1.0,0.945945945945946,0.9999756391915622,0.9988499109102256,0.6834182784170582
32214,"Do you support an increase in the retirement age (e.g., to 67)?",identical,0.1,0.657318298781259,0.9518548363770024,0.8578522973519949,0.990718606169063,1.0,0.945945945945946,0.9999756391915622,0.9988499109102256,0.6834182784170582
32214,"Do you support an increase in the retirement age (e.g., to 67)?",identical,0.2,0.657318298781259,0.9518548363770024,0.8578522973519949,0.990718606169063,1.0,0.945945945945946,0.9999756391915622,0.9988499109102256,0.6834182784170582
32214,"Do you support an increase in the retirement age (e.g., to 67)?",identical,0.3,0.657318298781259,0.9518548363770024,0.8578522973519949,0.990718606169063,1.0,0.945945945945946,0.9999756391915622,0.9988499109102256,0.6834182784170582
32214,"Do you support an increase in the retirement age (e.g., to 67)?",identical,0.4,0.657318298781259,0.9518548363770024,0.8578522973519949,0.990718606169063,1.0,0.945945945945946,0.9999756391915622,0.9988499109102256,0.6834182784170582
32214,"Do you support an increase in the retirement age (e.g., to 67)?",identical,0.5,0.657318298781259,0.9518548363770024,0.8578522973519949,0.990718606169063,1.0,0.945945945945946,0.9999756391915622,0.9988499109102256,0.6834182784170582
32214,"Do you support an increase in the retirement age (e.g., to 67)?",identical,0.6,0.657318298781259,0.9518548363770024,0.8578522973519949,0.990718606169063,1.0,0.945945945945946,0.9999756391915622,0.9988499109102256,0.6834182784170582
32214,"Do you support an increase in the retirement age (e.g., to 67)?",identical,0.7,0.657318298781259,0.9518548363770024,0.8578522973519949,0.9940343563801748,1.0,1.0,0.9999830179203472,0.999247207782641,0.6834182784170582
32214,"Do you support an increase in the retirement age (e.g., to 67)?",identical,0.8,0.657318298781259,0.9518548363770024,0.8578522973519949,0.997092017069033,1.0,1.0,0.999991141727829,0.9995960760273755,0.6834182784170582
32214,"Do you support an increase in the retirement age (e.g., to 67)?",identical,0.9,0.657318298781259,0.9518548363770024,0.8578522973519949,0.9967636174018432,1.0,1.0,0.9999875065206268,0.9995627580741104,0.6834182784170582
32214,"Do you support an increase in the retirement age (e.g., to 67)?",identical,1.0,0.657318298781259,0.9518548363770024,0.8578522973519949,0.998372017914304,1.0,1.0,0.9999932731647092,0.9997888178226976,0.6834182784170582
32214,"Do you support an increase in the retirement age (e.g., to 67)?",identical,1.1,0.657318298781259,0.9518548363770024,0.8578522973519949,0.9989079896586353,1.0,1.0,0.9999946860547392,0.9998404622387728,0.6834182784170582
32214,"Do you support an increase in the retirement age (e.g., to 67)?",identical,1.2,0.657318298781259,0.9518548363770024,0.8578522973519949,0.9936527592989916,1.0,0.945945945945946,0.9999862494980896,0.9989302823824012,0.6834182784170582
32214,"Do you support an increase in the retirement age (e.g., to 67)?",identical,1.3,0.657318298781259,0.9518548363770024,0.8578522973519949,0.99146490106761,1.0,0.945945945945946,0.999981190213927,0.9985060483918248,0.6834182784170582
32214,"Do you support an increase in the retirement age (e.g., to 67)?",identical,1.4,0.657318298781259,0.9518548363770024,0.8578522973519949,0.9919263880206224,1.0,0.945945945945946,0.9999823769076251,0.9986002037204808,0.6834182784170582
32214,"Do you support an increase in the retirement age (e.g., to 67)?",identical,1.5,0.657318298781259,0.9518548363770024,0.8578522973519949,0.9924268817912746,1.0,0.945945945945946,0.9999839345258072,0.9986897205873144,0.6834182784170582
32214,"Do you support an increase in the retirement age (e.g., to 67)?",identical,1.8,0.657318298781259,0.9518548363770024,0.8578522973519949,0.9090217195170792,0.945945945945946,0.8,0.9985332703184864,0.9783506993595064,0.6834182784170582
32214,"Do you support an increase in the retirement age (e.g., to 67)?",identical,2.1,0.657318298781259,0.9518548363770024,0.8578522973519949,0.8471733928196207,0.8461538461538461,0.7142857142857143,0.9951977221769956,0.9590508806614748,0.6834182784170582
32214,"Do you support an increase in the retirement age (e.g., to 67)?",identical,2.4,0.657318298781259,0.9518548363770024,0.8578522973519949,0.8080254083530515,0.8,0.6363636363636364,0.9916314541232136,0.94489330031625,0.6834182784170582
32214,"Do you support an increase in the retirement age (e.g., to 67)?",identical,2.7,0.657318298781259,0.9518548363770024,0.8578522973519949,0.7836571906750242,0.8,0.6,0.988372897354165,0.9342894240312613,0.6834182784170582
32214,"Do you support an increase in the retirement age (e.g., to 67)?",identical,3.0,0.657318298781259,0.9518548363770024,0.8578522973519949,0.7658223921079211,0.7560975609756098,0.6,0.9854835062574272,0.925965034029026,0.6834182784170582
32215,Should the federal government allocate more funding for health insurance premium subsidies?,identical,0.01,0.753317578900391,0.97472829842685,0.9126880364320848,0.9912659225972108,1.0,0.945945945945946,0.9999768284431872,0.9988941588405256,0.6834182784170582
32215,Should the federal government allocate more funding for health insurance premium subsidies?,identical,0.1,0.753317578900391,0.97472829842685,0.9126880364320848,0.9912659225972108,1.0,0.945945945945946,0.9999768284431872,0.9988941588405256,0.6834182784170582
32215,Should the federal government allocate more funding for health insurance premium subsidies?,identical,0.2,0.753317578900391,0.97472829842685,0.9126880364320848,0.9912659225972108,1.0,0.945945945945946,0.9999768284431872,0.9988941588405256,0.6834182784170582
32215,Should the federal government allocate more funding for health insurance premium subsidies?,identical,0.3,0.753317578900391,0.97472829842685,0.9126880364320848,0.9912659225972108,1.0,0.945945945945946,0.9999768284431872,0.9988941588405256,0.6834182784170582
32215,Should the federal government allocate more funding for health insurance premium subsidies?,identical,0.4,0.753317578900391,0.97472829842685,0.9126880364320848,0.9912659225972108,1.0,0.945945945945946,0.9999768284431872,0.9988941588405256,0.6834182784170582
32215,Should the federal government allocate more funding for health insurance premium subsidies?,identical,0.5,0.753317578900391,0.97472829842685,0.9126880364320848,0.9912659225972108,1.0,0.945945945945946,0.9999768284431872,0.9988941588405256,0.6834182784170582
32215,Should the federal government allocate more funding for health insurance premium subsidies?,identical,0.6,0.753317578900391,0.97472829842685,0.9126880364320848,0.9912659225972108,1.0,0.945945945945946,0.9999768284431872,0.9988941588405256,0.6834182784170582
32215,Should the federal government allocate more funding for health insurance premium subsidies?,identical,0.7,0.753317578900391,0.97472829842685,0.9126880364320848,0.9942614775327776,1.0,1.0,0.9999836605759588,0.9992732548789204,0.6834182784170582
32215,Should the federal government allocate more funding for health insurance premium subsidies?,identical,0.8,0.753317578900391,0.97472829842685,0.9126880364320848,0.9973029771991706,1.0,1.0,0.9999920473525789,0.99963718813963,0.6834182784170582
32215,Should the federal government allocate more funding for health insurance premium subsidies?,identical,0.9,0.753317578900391,0.97472829842685,0.9126880364320848,0.9970176521977886,1.0,1.0,0.9999882392739504,0.999589013946558,0.6834182784170582
