question_id,question_text,clone_type,alpha,base_jaccard_mean,base_spearman_mean,base_kendall_mean,crw_jaccard_mean,crw_jaccard_median,crw_jaccard_p10,crw_spearman_mean,crw_kendall_mean,min_nonclone_dist
32214,"Do you support an increase in the retirement age (e.g., to 67)?",easy_paraphrase,0.01,0.657318298781259,0.9518548363770024,0.8578522973519949,0.657318298781259,0.6744186046511628,0.44,0.9518548363770024,0.8578522973519949,0.2839591622474608
32214,"Do you support an increase in the retirement age (e.g., to 67)?",easy_paraphrase,0.1,0.657318298781259,0.9518548363770024,0.8578522973519949,0.6673968447798483,0.6744186046511628,0.44,0.956475700368758,0.8652883262413277,0.2839591622474608
32214,"Do you support an increase in the retirement age (e.g., to 67)?",easy_paraphrase,0.2,0.657318298781259,0.9518548363770024,0.8578522973519949,0.763463498361431,0.7560975609756098,0.5652173913043478,0.9848319727698616,0.92414113746645,0.2839591622474608
32214,"Do you support an increase in the retirement age (e.g., to 67)?",easy_paraphrase,0.3,0.657318298781259,0.9518548363770024,0.8578522973519949,0.8177831738901193,0.8461538461538461,0.6744186046511628,0.9926337266390056,0.9484403050215678,0.2839591622474608
32214,"Do you support an increase in the retirement age (e.g., to 67)?",easy_paraphrase,0.4,0.657318298781259,0.9518548363770024,0.8578522973519949,0.801284890629685,0.8,0.6363636363636364,0.990688465097838,0.941536015598152,0.2839591622474608
32214,"Do you support an increase in the retirement age (e.g., to 67)?",easy_paraphrase,0.5,0.657318298781259,0.9518548363770024,0.8578522973519949,0.7659762981448326,0.7560975609756098,0.6,0.9851895976444112,0.9250844264091465,0.2839591622474608
32214,"Do you support an increase in the retirement age (e.g., to 67)?",easy_paraphrase,0.6,0.657318298781259,0.9518548363770024,0.8578522973519949,0.7570595569497632,0.7560975609756098,0.5652173913043478,0.9832593826913948,0.9198185813090526,0.2839591622474608
32214,"Do you support an increase in the retirement age (e.g., to 67)?",easy_paraphrase,0.7,0.657318298781259,0.9518548363770024,0.8578522973519949,0.7391574270882673,0.7560975609756098,0.5319148936170213,0.9794345617784984,0.9104191157665664,0.2839591622474608
32214,"Do you support an increase in the retirement age (e.g., to 67)?",easy_paraphrase,0.8,0.657318298781259,0.9518548363770024,0.8578522973519949,0.7269143226448638,0.7142857142857143,0.5319148936170213,0.9763894001661038,0.9034925920443344,0.2839591622474608
32214,"Do you support an increase in the retirement age (e.g., to 67)?",easy_paraphrase,0.9,0.657318298781259,0.9518548363770024,0.8578522973519949,0.7178805506972697,0.7142857142857143,0.5,0.9739302231597228,0.8981856682361726,0.2839591622474608
32214,"Do you support an increase in the retirement age (e.g., to 67)?",easy_paraphrase,1.0,0.657318298781259,0.9518548363770024,0.8578522973519949,0.7108199714528796,0.7142857142857143,0.5,0.9719083542481458,0.8939820249023976,0.2839591622474608
32214,"Do you support an increase in the retirement age (e.g., to 67)?",easy_paraphrase,1.1,0.657318298781259,0.9518548363770024,0.8578522973519949,0.7049242233443653,0.7142857142857143,0.5,0.9702099750680974,0.8905407186692996,0.2839591622474608
32214,"Do you support an increase in the retirement age (e.g., to 67)?",easy_paraphrase,1.2,0.657318298781259,0.9518548363770024,0.8578522973519949,0.7001033653205578,0.7142857142857143,0.5,0.9687750874632214,0.8877124657717621,0.2839591622474608
32214,"Do you support an increase in the retirement age (e.g., to 67)?",easy_paraphrase,1.3,0.657318298781259,0.9518548363770024,0.8578522973519949,0.696466467190833,0.7142857142857143,0.4693877551020408,0.9675479391081232,0.8853405393019598,0.2839591622474608
32214,"Do you support an increase in the retirement age (e.g., to 67)?",easy_paraphrase,1.4,0.657318298781259,0.9518548363770024,0.8578522973519949,0.6934724760076463,0.7142857142857143,0.4693877551020408,0.9664865242278188,0.8833209732667786,0.2839591622474608
32214,"Do you support an increase in the retirement age (e.g., to 67)?",easy_paraphrase,1.5,0.657318298781259,0.9518548363770024,0.8578522973519949,0.6906791126895863,0.7142857142857143,0.4693877551020408,0.9655573689299014,0.8815773408835822,0.2839591622474608
32214,"Do you support an increase in the retirement age (e.g., to 67)?",easy_paraphrase,1.8,0.657318298781259,0.9518548363770024,0.8578522973519949,0.6848254032446711,0.6744186046511628,0.4693877551020408,0.9633663948641128,0.8775421692971295,0.2839591622474608
32214,"Do you support an increase in the retirement age (e.g., to 67)?",easy_paraphrase,2.1,0.657318298781259,0.9518548363770024,0.8578522973519949,0.6808951097587047,0.6744186046511628,0.4693877551020408,0.961783725043872,0.8747010733066799,0.2839591622474608
32214,"Do you support an increase in the retirement age (e.g., to 67)?",easy_paraphrase,2.4,0.657318298781259,0.9518548363770024,0.8578522973519949,0.6780976559816229,0.6744186046511628,0.4693877551020408,0.960593225766356,0.8725955612033178,0.2839591622474608
32214,"Do you support an increase in the retirement age (e.g., to 67)?",easy_paraphrase,2.7,0.657318298781259,0.9518548363770024,0.8578522973519949,0.6759358070515105,0.6744186046511628,0.44,0.9596587405685892,0.8709665352268009,0.2839591622474608
32214,"Do you support an increase in the retirement age (e.g., to 67)?",easy_paraphrase,3.0,0.657318298781259,0.9518548363770024,0.8578522973519949,0.6742096419035964,0.6744186046511628,0.44,0.9589067756284264,0.8696662578264692,0.2839591622474608
32214,"Do you support an increase in the retirement age (e.g., to 67)?",hard_paraphrase,0.01,0.657318298781259,0.9518548363770024,0.8578522973519949,0.657318298781259,0.6744186046511628,0.44,0.9518548363770024,0.8578522973519949,0.2839591622474608
