question_id,question_text,alpha,base_jaccard_mean,base_spearman_mean,base_kendall_mean,crw_jaccard_mean,crw_jaccard_median,crw_jaccard_p10,crw_spearman_mean,crw_kendall_mean
32214,"Do you support an increase in the retirement age (e.g., to 67)?",0.01,0.627018214141275,0.934072538743575,0.8307407756584035,0.627018214141275,0.6363636363636364,0.3846153846153846,0.934072538743575,0.8307407756584035
32214,"Do you support an increase in the retirement age (e.g., to 67)?",0.1,0.627018214141275,0.934072538743575,0.8307407756584035,0.6359788776166942,0.6363636363636364,0.4117647058823529,0.939380243968679,0.8383345599958938
32214,"Do you support an increase in the retirement age (e.g., to 67)?",0.2,0.627018214141275,0.934072538743575,0.8307407756584035,0.7315671661551282,0.7560975609756098,0.5319148936170213,0.9784735070273348,0.908272579146168
32214,"Do you support an increase in the retirement age (e.g., to 67)?",0.3,0.627018214141275,0.934072538743575,0.8307407756584035,0.7911452844970631,0.8,0.6363636363636364,0.9894190096736049,0.937406411192284
32214,"Do you support an increase in the retirement age (e.g., to 67)?",0.4,0.627018214141275,0.934072538743575,0.8307407756584035,0.7786722264206009,0.8,0.6,0.9874693867566884,0.9314776536491084
32214,"Do you support an increase in the retirement age (e.g., to 67)?",0.5,0.627018214141275,0.934072538743575,0.8307407756584035,0.7407008567788876,0.7560975609756098,0.5319148936170213,0.9802498169232038,0.912464800245013
32214,"Do you support an increase in the retirement age (e.g., to 67)?",0.6,0.627018214141275,0.934072538743575,0.8307407756584035,0.7316559364193425,0.7560975609756098,0.5319148936170213,0.9774856151424942,0.905851604074238
32214,"Do you support an increase in the retirement age (e.g., to 67)?",0.7,0.627018214141275,0.934072538743575,0.8307407756584035,0.7119462485139046,0.7142857142857143,0.5,0.9720881904567716,0.8942146447612764
32214,"Do you support an increase in the retirement age (e.g., to 67)?",0.8,0.627018214141275,0.934072538743575,0.8307407756584035,0.6982964583105113,0.7142857142857143,0.4693877551020408,0.9678051061026616,0.8856833770016919
32214,"Do you support an increase in the retirement age (e.g., to 67)?",0.9,0.627018214141275,0.934072538743575,0.8307407756584035,0.6886314463413902,0.7142857142857143,0.4693877551020408,0.9643599135935524,0.8791846507161374
32214,"Do you support an increase in the retirement age (e.g., to 67)?",1.0,0.627018214141275,0.934072538743575,0.8307407756584035,0.681454844071554,0.6744186046511628,0.4693877551020408,0.9615379874394084,0.8740686130462525
32214,"Do you support an increase in the retirement age (e.g., to 67)?",1.1,0.627018214141275,0.934072538743575,0.8307407756584035,0.6758532223782224,0.6744186046511628,0.44,0.9591836749219196,0.8699235771768482
32214,"Do you support an increase in the retirement age (e.g., to 67)?",1.2,0.627018214141275,0.934072538743575,0.8307407756584035,0.6712082022246544,0.6744186046511628,0.44,0.957200388501094,0.8665140170847859
32214,"Do you support an increase in the retirement age (e.g., to 67)?",1.3,0.627018214141275,0.934072538743575,0.8307407756584035,0.6674336250857419,0.6744186046511628,0.44,0.9555031106815168,0.8636458027947695
32214,"Do you support an increase in the retirement age (e.g., to 67)?",1.4,0.627018214141275,0.934072538743575,0.8307407756584035,0.663944806833168,0.6744186046511628,0.44,0.9540295391595364,0.8611825155107073
32214,"Do you support an increase in the retirement age (e.g., to 67)?",1.5,0.627018214141275,0.934072538743575,0.8307407756584035,0.6608300934176368,0.6744186046511628,0.44,0.9527437661901936,0.8590627770361604
32214,"Do you support an increase in the retirement age (e.g., to 67)?",1.8,0.627018214141275,0.934072538743575,0.8307407756584035,0.6545118048891561,0.6744186046511628,0.4117647058823529,0.949732302230228,0.8542024790072401
32214,"Do you support an increase in the retirement age (e.g., to 67)?",2.1,0.627018214141275,0.934072538743575,0.8307407756584035,0.6504028159891843,0.6363636363636364,0.4117647058823529,0.9475564429132068,0.8507748891868431
32214,"Do you support an increase in the retirement age (e.g., to 67)?",2.4,0.627018214141275,0.934072538743575,0.8307407756584035,0.6474991572958992,0.6363636363636364,0.4117647058823529,0.9459132454775148,0.8482295658491396
32214,"Do you support an increase in the retirement age (e.g., to 67)?",2.7,0.627018214141275,0.934072538743575,0.8307407756584035,0.6453509994489944,0.6363636363636364,0.4117647058823529,0.94463173564526,0.8462696281937919
32214,"Do you support an increase in the retirement age (e.g., to 67)?",3.0,0.627018214141275,0.934072538743575,0.8307407756584035,0.6435545669468355,0.6363636363636364,0.4117647058823529,0.9436097937153224,0.8447240804603766
32215,Should the federal government allocate more funding for health insurance premium subsidies?,0.01,0.720542890991063,0.9644432562159548,0.8949812565086097,0.720542890991063,0.7560975609756098,0.44,0.9644432562159548,0.8949812565086097
32215,Should the federal government allocate more funding for health insurance premium subsidies?,0.1,0.720542890991063,0.9644432562159548,0.8949812565086097,0.7375952009546526,0.7560975609756098,0.4693877551020408,0.9703599541755048,0.9044861943188756
32215,Should the federal government allocate more funding for health insurance premium subsidies?,0.2,0.720542890991063,0.9644432562159548,0.8949812565086097,0.8005722027375631,0.8461538461538461,0.6,0.9860510007624166,0.935436214729896
32215,Should the federal government allocate more funding for health insurance premium subsidies?,0.3,0.720542890991063,0.9644432562159548,0.8949812565086097,0.8358413020349933,0.8461538461538461,0.6363636363636364,0.9918208813914398,0.9512250210985884
32215,Should the federal government allocate more funding for health insurance premium subsidies?,0.4,0.720542890991063,0.9644432562159548,0.8949812565086097,0.8419356396509386,0.8461538461538461,0.6744186046511628,0.9923449997490468,0.9531432322043416
32215,Should the federal government allocate more funding for health insurance premium subsidies?,0.5,0.720542890991063,0.9644432562159548,0.8949812565086097,0.8157033152828331,0.8461538461538461,0.6,0.988830683122732,0.9428743413658572
32215,Should the federal government allocate more funding for health insurance premium subsidies?,0.6,0.720542890991063,0.9644432562159548,0.8949812565086097,0.8060369634725304,0.8461538461538461,0.6,0.9873530641673406,0.9389032042441076
