question_id,question_text,jaccard_mean,jaccard_median,jaccard_p10,spearman_mean,kendall_mean,any_rank_change_pct,n_changed_mean,avg_pos_moved_mean,max_pos_moved_mean,voter_nan_pct,candidate_nan_pct,candidate_var,voter_var,combined_var,rank_jaccard,rank_spearman,rank_kendall,composite_rank,impact,voter_avg_abs_corr,candidate_avg_abs_corr
32278,"What is your position the following statement: ""The ongoing digitalization offers significantly more opportunities than risks.""",1.0,1.0,1.0,0.9999999999999998,1.0,0.0,0.0,0.0,0.0,0.3803831196888952,0.0,628.6766968043471,644.4462546970691,405148.3426708864,38.0,38.0,38.0,38.0,0.0,0.09703404159801386,0.1448976576976675
32279,"What is your position the following statement: ""Punishing criminals is more important than reintegrating them into society.""",1.0,1.0,1.0,0.9999999999999998,1.0,0.0,0.0,0.0,0.0,0.376542320802727,0.0,938.3072852264864,864.8883781761746,811531.066150425,38.0,38.0,38.0,38.0,0.0,0.2536170860152601,0.4750040115151552
32280,"What is your position the following statement: ""Stronger environmental protection is necessary, even if its application limits economic growth.""",1.0,1.0,1.0,0.9999999999999998,1.0,0.0,0.0,0.0,0.0,0.3633155696384848,0.0,1186.8304802743774,755.7342738439281,896928.471185997,38.0,38.0,38.0,38.0,0.0,0.2946926232588106,0.5207133246566358
32281,"Should the federal government spend more or less in the area of ""Social services""?",1.0,1.0,1.0,0.9999999999999998,1.0,0.0,0.0,0.0,0.0,0.4332901243458639,0.0,942.2291012013476,700.5271368931703,660057.0545620052,38.0,38.0,38.0,38.0,0.0,0.31731897198479847,0.5182518444340258
32282,"Should the federal government spend more or less in the area of ""Education and research""?",1.0,1.0,1.0,0.9999999999999998,1.0,0.0,0.0,0.0,0.0,0.3820634692015939,0.0,500.9373121121712,308.1630454299522,154370.36766998115,38.0,38.0,38.0,38.0,0.0,0.16410339880331942,0.38088873606759877
32283,"Should the federal government spend more or less in the area of ""Agriculture""?",1.0,1.0,1.0,0.9999999999999998,1.0,0.0,0.0,0.0,0.0,0.4458687406980652,0.0,560.0333518621457,686.3438855313875,384375.46674423176,38.0,38.0,38.0,38.0,0.0,0.09512281252803496,0.1354001741133939
32284,"Should the federal government spend more or less in the area of ""Public transport""?",1.0,1.0,1.0,0.9999999999999998,1.0,0.0,0.0,0.0,0.0,0.4091651063421191,0.0,670.3164172839786,448.6524039622384,300739.0720298119,38.0,38.0,38.0,38.0,0.0,0.20659761762408863,0.47277398356579253
32285,"Should the federal government spend more or less in the area of ""Road traffic (motorised individual transport)""?",1.0,1.0,1.0,0.9999999999999998,1.0,0.0,0.0,0.0,0.0,0.4230399923184022,0.0,800.1339084827928,802.8470073228034,642385.113882908,38.0,38.0,38.0,38.0,0.0,0.27455266242781967,0.4145429410458174
32286,"Should the federal government spend more or less in the area of ""Public security""?",1.0,1.0,1.0,0.9999999999999998,1.0,0.0,0.0,0.0,0.0,0.4794277209659609,0.0,465.77156432333913,507.7144688147693,236478.96236944824,38.0,38.0,38.0,38.0,0.0,0.17226015309524909,0.3006762295180478
32215,Should the federal government allocate more funding for health insurance premium subsidies?,1.0,1.0,1.0,0.9999999999999998,1.0,0.0,0.0,0.0,0.0,0.0157712804263286,0.0,1547.6497714149584,1256.2065388351623,1944167.7626782155,38.0,38.0,38.0,38.0,0.0,0.23438340473130315,0.49035233125947114
32216,"For married couples, the pension is currently limited to 150% of the maximum individual AHV pension (capping). Should this limit be eliminated?",1.0,1.0,1.0,0.9999999999999998,1.0,0.0,0.0,0.0,0.0,0.3937298958183302,0.0,1212.3420796890186,1170.6708104104057,1419253.4849241802,38.0,38.0,38.0,38.0,0.0,0.027553209175401532,0.1004391224629097
32217,"As part of the reform of the BVG (occupational pension plan), pensions are to be reduced (lowering the minimum conversion rate from 6.8% to 6%). Are you in favor of this measure?",1.0,1.0,1.0,0.9999999999999998,1.0,0.0,0.0,0.0,0.0,0.3823755341110951,0.0,1933.303129478584,1246.798820961001,2410440.0623941123,38.0,38.0,38.0,38.0,0.0,0.13501970902933755,0.28094847431620107
32218,Should paid parental leave be increased beyond today's 14 weeks of maternity leave and two weeks of paternity leave? [BePart question],1.0,1.0,1.0,0.9999999999999998,1.0,0.0,0.0,0.0,0.0,0.3517451629939027,0.0,1758.8616880882423,1527.4959316717218,2686654.0729280477,38.0,38.0,38.0,38.0,0.0,0.2489740172329077,0.5004202435401627
32219,Should the federal government provide more financial support for public housing construction? [BePart question],1.0,1.0,1.0,0.9999999999999998,1.0,0.0,0.0,0.0,0.0,0.0209563589226559,0.0,1743.804664723032,1274.744409927082,2222905.248360454,38.0,38.0,38.0,38.0,0.0,0.2828003658153591,0.48344619823650703
32220,Should compulsory vaccination of children be introduced based on the Swiss vaccination plan?,1.0,1.0,1.0,0.9999999999999998,1.0,0.0,0.0,0.0,0.0,0.3589466609054683,0.0,1336.0632607684536,1573.5968181804417,2102424.896033024,38.0,38.0,38.0,38.0,0.0,0.10115817719864473,0.2610016593976874
32221,Are you in favor of the introduction of a tax on foods containing sugar (sugar tax)?,1.0,1.0,1.0,0.9999999999999998,1.0,0.0,0.0,0.0,0.0,0.3589946708915454,0.0,1639.4524735964424,1529.2874176998032,2507194.0397878583,38.0,38.0,38.0,38.0,0.0,0.17481207350965736,0.319237197822898
32230,Do you support efforts to house asylum seekers in centers outside Europe during the asylum procedure?,1.0,1.0,1.0,0.9999999999999998,1.0,0.0,0.0,0.0,0.0,0.0561476787171731,0.0,1652.3103821851143,1561.306664343892,2579763.211270222,38.0,38.0,38.0,38.0,0.0,0.25595405739636884,0.4818979665346819
32231,Should foreign nationals who have lived in Switzerland for at least ten years be granted the right to vote and stand for election at the municipal level?,1.0,1.0,1.0,0.9999999999999998,1.0,0.0,0.0,0.0,0.0,0.0118824715540832,0.0,2005.5123216601817,1700.4910225807082,3410355.6986581325,38.0,38.0,38.0,38.0,0.0,0.25482789363912434,0.4713408642942705
32232,Should cannabis use be legalized? [BePart question],1.0,1.0,1.0,0.9999999999999998,1.0,0.0,0.0,0.0,0.0,0.0229007633587786,0.0,1479.316504255955,1430.7669514010604,2116557.164951566,38.0,38.0,38.0,38.0,0.0,0.14474785706068255,0.2554900227000283
32233,Would you be in favour of doctors being allowed to administer direct active euthanasia in Switzerland?,1.0,1.0,1.0,0.9999999999999998,1.0,0.0,0.0,0.0,0.0,0.3714292572855154,0.0,1549.756714803765,1002.0406308790988,1552919.1962110838,38.0,38.0,38.0,38.0,0.0,0.09344682937176939,0.15083629501538331
32234,"Should a third official gender be introduced alongside ""female"" and ""male""?",1.0,1.0,1.0,0.9999999999999998,1.0,0.0,0.0,0.0,0.0,0.0345911949685534,0.0,1938.8085973689083,1859.966787424097,3606119.598278469,38.0,38.0,38.0,38.0,0.0,0.2757488017852469,0.46627625758191055
32235,Do you think it's right for same-sex couples to have the same rights as heterosexual couples in all areas?,1.0,1.0,1.0,0.9999999999999998,1.0,0.0,0.0,0.0,0.0,0.3546497671515675,0.0,1263.605914850654,830.9050597564568,1049936.5481875949,38.0,38.0,38.0,38.0,0.0,0.20073023722496905,0.30779037497236417
32236,Do you support tax cuts at the federal level over the next four years?,1.0,1.0,1.0,0.9999999999999998,1.0,0.0,0.0,0.0,0.0,0.0656296509674012,0.0,1674.251899203261,1448.660909901867,2425423.279704725,38.0,38.0,38.0,38.0,0.0,0.17563830833383715,0.4855073694114555
32237,Should married couples be taxed separately (individual taxation)? [BePart question],1.0,1.0,1.0,0.9999999999999998,1.0,0.0,0.0,0.0,0.0,0.3799510298142013,0.0,1397.7093755790256,837.4895033158833,1170566.9307336316,38.0,38.0,38.0,38.0,0.0,0.07863256322592727,0.14421015435843687
32238,Would you support the introduction of a national inheritance tax on all inheritances over one million Swiss francs? [BePart question],1.0,1.0,1.0,0.9999999999999998,1.0,0.0,0.0,0.0,0.0,0.0407604781794613,0.0,1903.833100777832,1642.938569325225,3127880.8308259384,38.0,38.0,38.0,38.0,0.0,0.23952054664687655,0.47941773847152747
32239,Should the differences between cantons with high and low financial capacity be further reduced through fiscal equalization?,1.0,1.0,1.0,0.9999999999999998,1.0,0.0,0.0,0.0,0.0,0.4028998031590571,0.0,1646.6146630970345,1271.5199398115703,2093703.37731399,38.0,38.0,38.0,38.0,0.0,0.17470682214983818,0.44924549864589697
32240,"Are you in favor of introducing a minimum wage of CHF 4,000 for all full-time employees?",1.0,1.0,1.0,0.9999999999999998,1.0,0.0,0.0,0.0,0.0,0.0139469009553987,0.0,2027.9241490926556,1459.807024239287,2960377.917469938,38.0,38.0,38.0,38.0,0.0,0.24946790496654667,0.44334621579920913
32241,"Do you support stricter regulations for the financial sector (e.g., stricter capital requirements for banks, ban on bonuses)?",1.0,1.0,1.0,0.9999999999999998,1.0,0.0,0.0,0.0,0.0,0.0444092371213212,0.0,1304.517012474806,985.5901251718552,1285719.085613859,38.0,38.0,38.0,38.0,0.0,0.21019696048192862,0.4415936260154229
32242,Should private households be free to choose their electricity supplier (complete liberalization of the electricity market)?,1.0,1.0,1.0,0.9999999999999998,1.0,0.0,0.0,0.0,0.0,0.3901531518555859,0.0,1771.3119155388672,1444.7580629791703,2559117.172025857,38.0,38.0,38.0,38.0,0.0,0.12229887239959827,0.36789174975543787
32243,"Should housing construction regulations be relaxed (e.g., noise protection, occupancy rates)?",1.0,1.0,1.0,0.9999999999999998,1.0,0.0,0.0,0.0,0.0,0.3807431945844736,0.0,1522.0485776300516,1414.2647760010948,2152579.69070475,38.0,38.0,38.0,38.0,0.0,0.13388710819190983,0.3760450816695857
32244,Are you in favor of stricter controls on equal pay for women and men?,1.0,1.0,1.0,0.9999999999999998,1.0,0.0,0.0,0.0,0.0,0.0155072255029046,0.0,1676.8858738603835,1353.431993962921,2269550.991907114,38.0,38.0,38.0,38.0,0.0,0.2594194544658877,0.4885335413715992
32245,Should busy sections of highways be widened?,1.0,1.0,1.0,0.9999999999999998,1.0,0.0,0.0,0.0,0.0,0.0278457919247203,0.0,1753.64218783678,1577.0235503318395,2765535.0290740537,38.0,38.0,38.0,38.0,0.0,0.24642648138292772,0.5016657434541012
32246,Should Switzerland ban the registration of new passenger cars with internal combustion engines starting in 2035?,1.0,1.0,1.0,0.9999999999999998,1.0,0.0,0.0,0.0,0.0,0.0250612127322483,0.0,1893.0797722090504,1668.1393204158094,3157920.804705721,38.0,38.0,38.0,38.0,0.0,0.26921276763001584,0.5074431450103674
32247,"To achieve climate targets, should incentives and target agreements be relied on exclusively, rather than bans and restrictions?",1.0,1.0,1.0,0.9999999999999998,1.0,0.0,0.0,0.0,0.0,0.3641797493878727,0.0,1692.5195592411508,1516.8133644032723,2567236.2869709134,38.0,38.0,38.0,38.0,0.0,0.24097971490938236,0.47798743260867665
32248,Do you think it's fair that environmental and landscape protection rules are being relaxed to allow for the development of renewable energy?,1.0,1.0,1.0,0.9999999999999998,1.0,0.0,0.0,0.0,0.0,0.3702770176196649,0.0,1423.6118989007498,1165.995294523041,1659924.7753452852,38.0,38.0,38.0,38.0,0.0,0.07543818974010601,0.1258451600756559
32249,Should the construction of new nuclear power plants in Switzerland be allowed again?,1.0,1.0,1.0,0.9999999999999998,1.0,0.0,0.0,0.0,0.0,0.0276537519804119,0.0,1867.322596075673,1664.383221974159,3107940.39892158,38.0,38.0,38.0,38.0,0.0,0.2230662084789791,0.5001907621150684
32250,Should the state guarantee a comprehensive public service offering also in rural regions?,1.0,1.0,1.0,0.9999999999999998,1.0,0.0,0.0,0.0,0.0,0.3766143357818426,0.0,885.8710243408091,877.5454013941502,777392.0436386022,38.0,38.0,38.0,38.0,0.0,0.14114162931908475,0.31377218017826897
32251,Would you be in favor of the introduction of increasing electricity tariffs when consumption is higher (progressive electricity tariffs)?,1.0,1.0,1.0,0.9999999999999998,1.0,0.0,0.0,0.0,0.0,0.3813673244034759,0.0,1474.4526910263828,1295.677017331857,1910414.4649059945,38.0,38.0,38.0,38.0,0.0,0.17509439156766382,0.3280901508758492
32252,"Are you in favor of further relaxing the protection regulations for large predators (lynx, wolf, bear)?",1.0,1.0,1.0,0.9999999999999998,1.0,0.0,0.0,0.0,0.0,0.0842095155792404,0.0,1403.2987430658754,1193.2370287615088,1674468.022640685,38.0,38.0,38.0,38.0,0.0,0.1495227599028755,0.36276285498364425
32253,Should direct payments only be granted to farmers with proof of ecological performance?,1.0,1.0,1.0,0.9999999999999998,1.0,0.0,0.0,0.0,0.0,0.0577800182437947,0.0,1509.533357534231,1140.0232328049738,1720903.0982831204,38.0,38.0,38.0,38.0,0.0,0.20997766237119492,0.4849953780043599
32254,Are you in favour of stricter animal welfare regulations for livestock (e.g. permanent access to outdoor areas)?,1.0,1.0,1.0,0.9999999999999998,1.0,0.0,0.0,0.0,0.0,0.3646118392625666,0.0,1474.0450098883352,864.4349524865836,1274216.0280859086,38.0,38.0,38.0,38.0,0.0,0.21466527191643361,0.4423614311978724
32255,Should 30% of Switzerland's land area be dedicated to preserving biodiversity? [BePart question],1.0,1.0,1.0,0.9999999999999998,1.0,0.0,0.0,0.0,0.0,0.3830956839022517,0.0,1520.3469520103763,958.231425118342,1456844.2264992308,38.0,38.0,38.0,38.0,0.0,0.23610000523852864,0.5059425383460089
32256,Would you support a ban on single-use plastic and non-recyclable plastics? [BePart question],1.0,1.0,1.0,0.9999999999999998,1.0,0.0,0.0,0.0,0.0,0.0153391905516347,0.0,1465.3974430239025,1124.8582965571595,1648364.471539084,38.0,38.0,38.0,38.0,0.0,0.20579115953739688,0.4648298840190766
32257,"Are you in favour of government measures to make the use of electronic devices more sustainable (e.g., right to repair, extension of warranty period, minimum guaranteed period for software updates)? [BePart question]",1.0,1.0,1.0,0.9999999999999998,1.0,0.0,0.0,0.0,0.0,0.3641797493878727,0.0,1370.8166006814065,833.1991436027106,1142163.2177241268,38.0,38.0,38.0,38.0,0.0,0.21290015461248404,0.4651239838401136
32258,Should the Swiss mobile network be equipped throughout the country with the latest technology (currently 5G standard)?,1.0,1.0,1.0,0.9999999999999998,1.0,0.0,0.0,0.0,0.0,0.3846079984636804,0.0,1151.448697878262,1079.313182525378,1242773.7586216896,38.0,38.0,38.0,38.0,0.0,0.09645757783078292,0.1146725118917313
32259,Should the federal government be given additional powers in the area of digitization of government services in order to be able to impose binding directives and standards on the cantons?,1.0,1.0,1.0,0.9999999999999998,1.0,0.0,0.0,0.0,0.0,0.4109174708339335,0.0,1386.978499014948,867.2258116522797,1202823.554552499,38.0,38.0,38.0,38.0,0.0,0.15450583388712416,0.41750810860256704
32260,"Are you in favor of stronger regulation of the major Internet platforms (i.e., transparency rules on algorithms, increased liability for content, combating disinformation)?",1.0,1.0,1.0,0.9999999999999998,1.0,0.0,0.0,0.0,0.0,0.0332949253444716,0.0,1431.522094663324,924.8038457071912,1323877.138359456,38.0,38.0,38.0,38.0,0.0,0.193605450937385,0.460076662257903
32261,"A popular initiative aims to reduce television and radio fees (CHF 200 per household, exemption for businesses). Do you support this initiative?",1.0,1.0,1.0,0.9999999999999998,1.0,0.0,0.0,0.0,0.0,0.0400643333813433,0.0,1961.5063924402448,1752.899212276625,3438323.0101840687,38.0,38.0,38.0,38.0,0.0,0.19703604504743588,0.47149986045318426
32262,Are you in favour of lowering the voting age to 16?,1.0,1.0,1.0,0.9999999999999998,1.0,0.0,0.0,0.0,0.0,0.3575303663161938,0.0,2041.7593107281828,1720.7550121618365,3513367.567563617,38.0,38.0,38.0,38.0,0.0,0.24138787697286854,0.4810828525811751
32263,Should it be possible to hold a referendum on federal spending above a certain amount (optional financial referendum)?,1.0,1.0,1.0,0.9999999999999998,1.0,0.0,0.0,0.0,0.0,0.4091891113351577,0.0,1791.1523975904977,1366.4626989669644,2447542.939472661,38.0,38.0,38.0,38.0,0.0,0.06727571983372341,0.23814679887813048
