question_id,question_text,question_order,clone_type,n_clones,base_jaccard_mean,base_jaccard_median,base_jaccard_p10,base_spearman_mean,base_kendall_mean,any_rank_change_pct,n_changed_mean,avg_pos_moved_mean,max_pos_moved_mean,voter_nan_pct,candidate_nan_pct,candidate_var,voter_var,combined_var,crw_jaccard_mean,crw_jaccard_median,crw_jaccard_p10,crw_spearman_mean,crw_kendall_mean,rank_jaccard,rank_spearman,rank_kendall,composite_rank,impact,crw_improvement_jaccard,voter_avg_abs_corr,candidate_avg_abs_corr
32214,"Do you support an increase in the retirement age (e.g., to 67)?",1,hard_paraphrase,4,0.657318298781259,0.6744186046511628,0.44,0.9518548363770024,0.8578522973519949,0.9911181525757358,1004.0980363915694,63.48335021614525,246.55408324931585,0.0088818474242642,0.0,1744.4002336899184,1565.973622315987,2731684.752720256,0.6839614754858911,0.6744186046511628,0.4693877551020408,0.9637987306537787,0.8775731636624158,3.0,3.0,3.0,3.0,0.342681701218741,0.02664317670463212,0.12297462921431605,0.2643870078907533
32214,"Do you support an increase in the retirement age (e.g., to 67)?",1,negation_easy,4,0.657318298781259,0.6744186046511628,0.44,0.9518548363770024,0.8578522973519949,0.9911181525757358,1004.0980363915694,63.48335021614525,246.55408324931585,0.0088818474242642,0.0,1744.4002336899184,1565.973622315987,2731684.752720256,0.7817823497741957,0.8,0.6,0.9880258090017894,0.9331299411031884,3.0,3.0,3.0,3.0,0.342681701218741,0.12446405099293667,0.12297462921431605,0.2643870078907533
32214,"Do you support an increase in the retirement age (e.g., to 67)?",1,easy_paraphrase,4,0.657318298781259,0.6744186046511628,0.44,0.9518548363770024,0.8578522973519949,0.9911181525757358,1004.0980363915694,63.48335021614525,246.55408324931585,0.0088818474242642,0.0,1744.4002336899184,1565.973622315987,2731684.752720256,0.8177667119213038,0.8461538461538461,0.6744186046511628,0.9926330430610624,0.948429678133066,3.0,3.0,3.0,3.0,0.342681701218741,0.16044841314004477,0.12297462921431605,0.2643870078907533
32214,"Do you support an increase in the retirement age (e.g., to 67)?",1,negation_hard,4,0.657318298781259,0.6744186046511628,0.44,0.9518548363770024,0.8578522973519949,0.9911181525757358,1004.0980363915694,63.48335021614525,246.55408324931585,0.0088818474242642,0.0,1744.4002336899184,1565.973622315987,2731684.752720256,0.6738128569347525,0.6744186046511628,0.44,0.9595009661604892,0.8697879228646209,3.0,3.0,3.0,3.0,0.342681701218741,0.016494558153493433,0.12297462921431605,0.2643870078907533
32214,"Do you support an increase in the retirement age (e.g., to 67)?",1,perfect_mix,4,0.657318298781259,0.6744186046511628,0.44,0.9518548363770024,0.8578522973519949,0.9911181525757358,1004.0980363915694,63.48335021614525,246.55408324931585,0.0088818474242642,0.0,1744.4002336899184,1565.973622315987,2731684.752720256,0.7101368694978583,0.7142857142857143,0.5,0.9724210727390428,0.8946180200156679,3.0,3.0,3.0,3.0,0.342681701218741,0.052818570716599234,0.12297462921431605,0.2643870078907533
32234,"Should a third official gender be introduced alongside ""female"" and ""male""?",21,negation_easy,4,0.7249628607939337,0.7560975609756098,0.44,0.9518900968522994,0.8723196289129169,0.9654088050314464,933.5949637524606,57.97818307724042,254.21890153151853,0.0345911949685534,0.0,1938.8085973689083,1859.966787424097,3606119.598278469,0.8238106598516803,0.8461538461538461,0.6363636363636364,0.9873282702359536,0.93762267180449,58.0,8.0,13.0,26.333333333333332,0.2750371392060663,0.09884779905774665,0.2757488017852469,0.46627625758191055
32234,"Should a third official gender be introduced alongside ""female"" and ""male""?",21,easy_paraphrase,4,0.7249628607939337,0.7560975609756098,0.44,0.9518900968522994,0.8723196289129169,0.9654088050314464,933.5949637524606,57.97818307724042,254.21890153151853,0.0345911949685534,0.0,1938.8085973689083,1859.966787424097,3606119.598278469,0.8172272340177988,0.8461538461538461,0.6,0.9860109621044244,0.9342576079048228,58.0,8.0,13.0,26.333333333333332,0.2750371392060663,0.09226437322386516,0.2757488017852469,0.46627625758191055
32234,"Should a third official gender be introduced alongside ""female"" and ""male""?",21,hard_paraphrase,4,0.7249628607939337,0.7560975609756098,0.44,0.9518900968522994,0.8723196289129169,0.9654088050314464,933.5949637524606,57.97818307724042,254.21890153151853,0.0345911949685534,0.0,1938.8085973689083,1859.966787424097,3606119.598278469,0.796184518601165,0.8,0.5652173913043478,0.9812040221437284,0.9229824035001872,58.0,8.0,13.0,26.333333333333332,0.2750371392060663,0.07122165780723133,0.2757488017852469,0.46627625758191055
32234,"Should a third official gender be introduced alongside ""female"" and ""male""?",21,negation_hard,4,0.7249628607939337,0.7560975609756098,0.44,0.9518900968522994,0.8723196289129169,0.9654088050314464,933.5949637524606,57.97818307724042,254.21890153151853,0.0345911949685534,0.0,1938.8085973689083,1859.966787424097,3606119.598278469,0.7466419147709705,0.7560975609756098,0.4693877551020408,0.9633180140513746,0.8897981575734452,58.0,8.0,13.0,26.333333333333332,0.2750371392060663,0.021679053977036844,0.2757488017852469,0.46627625758191055
32234,"Should a third official gender be introduced alongside ""female"" and ""male""?",21,perfect_mix,4,0.7249628607939337,0.7560975609756098,0.44,0.9518900968522994,0.8723196289129169,0.9654088050314464,933.5949637524606,57.97818307724042,254.21890153151853,0.0345911949685534,0.0,1938.8085973689083,1859.966787424097,3606119.598278469,0.7642280079744825,0.8,0.5,0.97060090426289,0.9021750943317944,58.0,8.0,13.0,26.333333333333332,0.2750371392060663,0.039265147180548854,0.2757488017852469,0.46627625758191055
32240,"Are you in favor of introducing a minimum wage of CHF 4,000 for all full-time employees?",27,easy_paraphrase,4,0.72610479849212,0.7142857142857143,0.4693877551020408,0.951932120921946,0.8702198570649112,0.9860530990446011,941.896610494983,59.46449017663897,252.74101013010707,0.0139469009553987,0.0,2027.9241490926556,1459.807024239287,2960377.917469938,0.8578126479814647,0.8947368421052632,0.7142857142857143,0.992943262787225,0.9532798920915212,63.0,13.0,8.0,28.0,0.27389520150788005,0.13170784948934477,0.24946790496654667,0.44334621579920913
32240,"Are you in favor of introducing a minimum wage of CHF 4,000 for all full-time employees?",27,hard_paraphrase,4,0.72610479849212,0.7142857142857143,0.4693877551020408,0.951932120921946,0.8702198570649112,0.9860530990446011,941.896610494983,59.46449017663897,252.74101013010707,0.0139469009553987,0.0,2027.9241490926556,1459.807024239287,2960377.917469938,0.8045165814834006,0.8,0.6,0.9833460063712268,0.926402388512502,63.0,13.0,8.0,28.0,0.27389520150788005,0.0784117829912806,0.24946790496654667,0.44334621579920913
32240,"Are you in favor of introducing a minimum wage of CHF 4,000 for all full-time employees?",27,negation_easy,4,0.72610479849212,0.7142857142857143,0.4693877551020408,0.951932120921946,0.8702198570649112,0.9860530990446011,941.896610494983,59.46449017663897,252.74101013010707,0.0139469009553987,0.0,2027.9241490926556,1459.807024239287,2960377.917469938,0.8468432662904213,0.8461538461538461,0.6744186046511628,0.991483538918928,0.948405612413394,63.0,13.0,8.0,28.0,0.27389520150788005,0.12073846779830133,0.24946790496654667,0.44334621579920913
32240,"Are you in favor of introducing a minimum wage of CHF 4,000 for all full-time employees?",27,negation_hard,4,0.72610479849212,0.7142857142857143,0.4693877551020408,0.951932120921946,0.8702198570649112,0.9860530990446011,941.896610494983,59.46449017663897,252.74101013010707,0.0139469009553987,0.0,2027.9241490926556,1459.807024239287,2960377.917469938,0.784686591201601,0.8,0.5652173913043478,0.9781355338414902,0.9146656523456268,63.0,13.0,8.0,28.0,0.27389520150788005,0.05858179270948105,0.24946790496654667,0.44334621579920913
32261,"A popular initiative aims to reduce television and radio fees (CHF 200 per household, exemption for businesses). Do you support this initiative?",48,negation_easy,4,0.7012796926363958,0.7560975609756098,0.3584905660377358,0.9554795527860352,0.8862404480062653,0.9599356666186568,923.3783426952806,53.11538054725878,276.05225886984493,0.0400643333813433,0.0,1961.5063924402448,1752.899212276625,3438323.0101840687,0.8359356328011806,0.8947368421052632,0.6,0.9924454567576446,0.955449053059081,23.0,18.0,43.0,28.0,0.2987203073636042,0.13465594016478477,0.19703604504743588,0.47149986045318426
32240,"Are you in favor of introducing a minimum wage of CHF 4,000 for all full-time employees?",27,perfect_mix,4,0.72610479849212,0.7142857142857143,0.4693877551020408,0.951932120921946,0.8702198570649112,0.9860530990446011,941.896610494983,59.46449017663897,252.74101013010707,0.0139469009553987,0.0,2027.9241490926556,1459.807024239287,2960377.917469938,0.8062612793881839,0.8,0.6,0.9837742857822738,0.9274140673538572,63.0,13.0,8.0,28.0,0.27389520150788005,0.08015648089606398,0.24946790496654667,0.44334621579920913
