ID1,ID2,Qu1,Qu2,Distance,group_ID1,group_ID2
32214,32215,"Do you support an increase in the retirement age (e.g., to 67)?",Should the federal government allocate more funding for health insurance premium subsidies?,0.38472069802347636,mini,mini
32214,32216,"Do you support an increase in the retirement age (e.g., to 67)?","For married couples, the pension is currently limited to 150% of the maximum individual AHV pension (capping). Should this limit be eliminated?",0.331758634062513,mini,maxi
32214,32217,"Do you support an increase in the retirement age (e.g., to 67)?","As part of the reform of the BVG (occupational pension plan), pensions are to be reduced (lowering the minimum conversion rate from 6.8% to 6%). Are you in favor of this measure?",0.35712975409858,mini,maxi
32214,32218,"Do you support an increase in the retirement age (e.g., to 67)?",Should paid parental leave be increased beyond today's 14 weeks of maternity leave and two weeks of paternity leave? [BePart question],0.3493153278525079,mini,maxi
32214,32219,"Do you support an increase in the retirement age (e.g., to 67)?",Should the federal government provide more financial support for public housing construction? [BePart question],0.4241584861481142,mini,mini
32214,32220,"Do you support an increase in the retirement age (e.g., to 67)?",Should compulsory vaccination of children be introduced based on the Swiss vaccination plan?,0.48721367668410837,mini,maxi
32214,32221,"Do you support an increase in the retirement age (e.g., to 67)?",Are you in favor of the introduction of a tax on foods containing sugar (sugar tax)?,0.43585016613189415,mini,maxi
32214,32222,"Do you support an increase in the retirement age (e.g., to 67)?","Should insured persons contribute more to health care costs (e.g., increase the minimum deductible)?",0.3815273589277073,mini,mini
32214,32223,"Do you support an increase in the retirement age (e.g., to 67)?",Should the Federal Council's ability to restrict private and economic life in the event of a pandemic be more limited?,0.48716755315382637,mini,mini
32214,32224,"Do you support an increase in the retirement age (e.g., to 67)?",Should the federal government be given the authority to determine the hospital offering (national hospital planning with regard to locations and range of services)?,0.4498224596959196,mini,maxi
32214,32225,"Do you support an increase in the retirement age (e.g., to 67)?","According to the Swiss integrated schooling concept, children with learning difficulties or disabilities should be taught in regular classes. Do you approve of this concept?",0.4758331470967923,mini,maxi
32214,32226,"Do you support an increase in the retirement age (e.g., to 67)?",Should the federal government raise the requirements for the gymnasiale matura?,0.4279514267177535,mini,maxi
32214,32227,"Do you support an increase in the retirement age (e.g., to 67)?","Should the state be more committed to equal educational opportunities (e.g., through subsidized remedial courses for students from low-income families)?",0.47065690316203757,mini,mini
32214,32228,"Do you support an increase in the retirement age (e.g., to 67)?","Should the conditions for naturalization be relaxed (e.g., shorter residence period)?",0.43618276389453625,mini,mini
32214,32229,"Do you support an increase in the retirement age (e.g., to 67)?",Should more qualified workers from non-EU/EFTA countries be allowed to work in Switzerland (increase third-country quota)?,0.4433175626019573,mini,maxi
32214,32230,"Do you support an increase in the retirement age (e.g., to 67)?",Do you support efforts to house asylum seekers in centers outside Europe during the asylum procedure?,0.4759520075509938,mini,mini
32214,32231,"Do you support an increase in the retirement age (e.g., to 67)?",Should foreign nationals who have lived in Switzerland for at least ten years be granted the right to vote and stand for election at the municipal level?,0.47887597042773045,mini,mini
32214,32232,"Do you support an increase in the retirement age (e.g., to 67)?",Should cannabis use be legalized? [BePart question],0.42053405141226885,mini,mini
32214,32233,"Do you support an increase in the retirement age (e.g., to 67)?",Would you be in favour of doctors being allowed to administer direct active euthanasia in Switzerland?,0.44728334883175663,mini,maxi
32214,32234,"Do you support an increase in the retirement age (e.g., to 67)?","Should a third official gender be introduced alongside ""female"" and ""male""?",0.4626180755830896,mini,mini
32214,32235,"Do you support an increase in the retirement age (e.g., to 67)?",Do you think it's right for same-sex couples to have the same rights as heterosexual couples in all areas?,0.4681410330661156,mini,maxi
32214,32236,"Do you support an increase in the retirement age (e.g., to 67)?",Do you support tax cuts at the federal level over the next four years?,0.3900620027308816,mini,mini
32214,32237,"Do you support an increase in the retirement age (e.g., to 67)?",Should married couples be taxed separately (individual taxation)? [BePart question],0.4202947336292177,mini,maxi
32214,32238,"Do you support an increase in the retirement age (e.g., to 67)?",Would you support the introduction of a national inheritance tax on all inheritances over one million Swiss francs? [BePart question],0.41167959066842846,mini,mini
32214,32239,"Do you support an increase in the retirement age (e.g., to 67)?",Should the differences between cantons with high and low financial capacity be further reduced through fiscal equalization?,0.46697100978616746,mini,maxi
32214,32240,"Do you support an increase in the retirement age (e.g., to 67)?","Are you in favor of introducing a minimum wage of CHF 4,000 for all full-time employees?",0.4039620750113621,mini,mini
32214,32241,"Do you support an increase in the retirement age (e.g., to 67)?","Do you support stricter regulations for the financial sector (e.g., stricter capital requirements for banks, ban on bonuses)?",0.44087714157254926,mini,mini
32214,32242,"Do you support an increase in the retirement age (e.g., to 67)?",Should private households be free to choose their electricity supplier (complete liberalization of the electricity market)?,0.4773147149628389,mini,maxi
32214,32243,"Do you support an increase in the retirement age (e.g., to 67)?","Should housing construction regulations be relaxed (e.g., noise protection, occupancy rates)?",0.4809163807376921,mini,maxi
32214,32244,"Do you support an increase in the retirement age (e.g., to 67)?",Are you in favor of stricter controls on equal pay for women and men?,0.3914753622533656,mini,mini
32214,32245,"Do you support an increase in the retirement age (e.g., to 67)?",Should busy sections of highways be widened?,0.4613378047331356,mini,mini
32214,32246,"Do you support an increase in the retirement age (e.g., to 67)?",Should Switzerland ban the registration of new passenger cars with internal combustion engines starting in 2035?,0.47835740568262464,mini,mini
32214,32247,"Do you support an increase in the retirement age (e.g., to 67)?","To achieve climate targets, should incentives and target agreements be relied on exclusively, rather than bans and restrictions?",0.48953915119339275,mini,maxi
32214,32248,"Do you support an increase in the retirement age (e.g., to 67)?",Do you think it's fair that environmental and landscape protection rules are being relaxed to allow for the development of renewable energy?,0.4798346576431689,mini,maxi
32214,32249,"Do you support an increase in the retirement age (e.g., to 67)?",Should the construction of new nuclear power plants in Switzerland be allowed again?,0.49076625952891706,mini,mini
32214,32250,"Do you support an increase in the retirement age (e.g., to 67)?",Should the state guarantee a comprehensive public service offering also in rural regions?,0.4377269156407812,mini,maxi
32214,32251,"Do you support an increase in the retirement age (e.g., to 67)?",Would you be in favor of the introduction of increasing electricity tariffs when consumption is higher (progressive electricity tariffs)?,0.4712081036549279,mini,maxi
32214,32252,"Do you support an increase in the retirement age (e.g., to 67)?","Are you in favor of further relaxing the protection regulations for large predators (lynx, wolf, bear)?",0.4829204006670583,mini,mini
32214,32253,"Do you support an increase in the retirement age (e.g., to 67)?",Should direct payments only be granted to farmers with proof of ecological performance?,0.4640683671471227,mini,mini
32214,32254,"Do you support an increase in the retirement age (e.g., to 67)?",Are you in favour of stricter animal welfare regulations for livestock (e.g. permanent access to outdoor areas)?,0.48906796973341554,mini,maxi
32214,32255,"Do you support an increase in the retirement age (e.g., to 67)?",Should 30% of Switzerland's land area be dedicated to preserving biodiversity? [BePart question],0.48865598413380035,mini,maxi
32214,32256,"Do you support an increase in the retirement age (e.g., to 67)?",Would you support a ban on single-use plastic and non-recyclable plastics? [BePart question],0.4764739407661746,mini,mini
32214,32257,"Do you support an increase in the retirement age (e.g., to 67)?","Are you in favour of government measures to make the use of electronic devices more sustainable (e.g., right to repair, extension of warranty period, minimum guaranteed period for software updates)? [BePart question]",0.4890240931436065,mini,maxi
32214,32258,"Do you support an increase in the retirement age (e.g., to 67)?",Should the Swiss mobile network be equipped throughout the country with the latest technology (currently 5G standard)?,0.50258006563528,mini,maxi
32214,32259,"Do you support an increase in the retirement age (e.g., to 67)?",Should the federal government be given additional powers in the area of digitization of government services in order to be able to impose binding directives and standards on the cantons?,0.48440810059689254,mini,maxi
32214,32260,"Do you support an increase in the retirement age (e.g., to 67)?","Are you in favor of stronger regulation of the major Internet platforms (i.e., transparency rules on algorithms, increased liability for content, combating disinformation)?",0.5051205221202811,mini,mini
32214,32261,"Do you support an increase in the retirement age (e.g., to 67)?","A popular initiative aims to reduce television and radio fees (CHF 200 per household, exemption for businesses). Do you support this initiative?",0.4620003811145218,mini,mini
32214,32262,"Do you support an increase in the retirement age (e.g., to 67)?",Are you in favour of lowering the voting age to 16?,0.3412729662199076,mini,maxi
32214,32263,"Do you support an increase in the retirement age (e.g., to 67)?",Should it be possible to hold a referendum on federal spending above a certain amount (optional financial referendum)?,0.4059758361616109,mini,maxi
32214,32264,"Do you support an increase in the retirement age (e.g., to 67)?","Are you in favor of expanding the army's target number of soldiers to at least 120,000?",0.3792369225497272,mini,mini
32214,32265,"Do you support an increase in the retirement age (e.g., to 67)?",Should the Swiss Armed Forces expand their cooperation with NATO?,0.48785454988538546,mini,maxi
32214,32266,"Do you support an increase in the retirement age (e.g., to 67)?","Should the Federal Council be allowed to authorize other states to re-export Swiss weapons in cases of a war of aggression in violation of international law (e.g., the attack on Ukraine)? [BePart question]",0.5149348871493754,mini,corr_maxi
32214,32267,"Do you support an increase in the retirement age (e.g., to 67)?",Should automatic facial recognition be banned in public spaces?,0.4592289699002604,mini,mini
32214,32268,"Do you support an increase in the retirement age (e.g., to 67)?",Should Switzerland terminate the Schengen agreement with the EU and reintroduce more security checks directly on the border? [BePart question],0.4978563131148392,mini,mini
32214,32269,"Do you support an increase in the retirement age (e.g., to 67)?",Are you in favor of closer relations with the European Union (EU)?,0.45431087141050774,mini,maxi
32214,32270,"Do you support an increase in the retirement age (e.g., to 67)?",Should Switzerland strive for a comprehensive free trade agreement (including agriculture) with the USA?,0.4795581904276963,mini,mini
32214,32271,"Do you support an increase in the retirement age (e.g., to 67)?",Should Swiss companies be obliged to ensure that their subsidiaries and suppliers operating abroad comply with social and environmental standards?,0.48654745893315643,mini,maxi
32214,32272,"Do you support an increase in the retirement age (e.g., to 67)?",Should Switzerland terminate the Bilateral Agreements with the EU and seek a free trade agreement without the free movement of persons?,0.49772867247692254,mini,mini
32214,32273,"Do you support an increase in the retirement age (e.g., to 67)?",Should Switzerland return to a strict interpretation of neutrality (renounce economic sanctions to a large extent)? [BePart question],0.49323947443223115,mini,mini
32214,32274,"Do you support an increase in the retirement age (e.g., to 67)?","What is your position the following statement: ""Someone who is not guilty, has nothing to fear from state security measures.""",0.4717954252738428,mini,maxi
32214,32275,"Do you support an increase in the retirement age (e.g., to 67)?","What is your position the following statement: ""In the long term, everyone benefits from a free market economy in the long term.""",0.3926283770989521,mini,maxi
32214,32276,"Do you support an increase in the retirement age (e.g., to 67)?","What is your position the following statement: ""It is necessary for the State to balance out differences in income and wealth through redistribution"".",0.4155617687341111,mini,corr_maxi
32214,32277,"Do you support an increase in the retirement age (e.g., to 67)?","What is your position the following statement: ""It is best for a child, when one parent stays home full-time for childcare.""",0.3919679064944982,mini,maxi
32214,32278,"Do you support an increase in the retirement age (e.g., to 67)?","What is your position the following statement: ""The ongoing digitalization offers significantly more opportunities than risks.""",0.43215828488586866,mini,maxi
32214,32279,"Do you support an increase in the retirement age (e.g., to 67)?","What is your position the following statement: ""Punishing criminals is more important than reintegrating them into society.""",0.47985974925182706,mini,maxi
32214,32280,"Do you support an increase in the retirement age (e.g., to 67)?","What is your position the following statement: ""Stronger environmental protection is necessary, even if its application limits economic growth.""",0.4392268297557595,mini,maxi
