question_id,question_text,question_order,category,base_Andere,cloned_Andere,delta_Andere,base_Centre,cloned_Centre,delta_Centre,base_EDU,cloned_EDU,delta_EDU,base_EVP,cloned_EVP,delta_EVP,base_FDP,cloned_FDP,delta_FDP,base_GLP,cloned_GLP,delta_GLP,base_Green,cloned_Green,delta_Green,base_Parteilos,cloned_Parteilos,delta_Parteilos,base_PdA,cloned_PdA,delta_PdA,base_SP,cloned_SP,delta_SP,base_SVP,cloned_SVP,delta_SVP,max_abs_delta,max_delta_party,max_positive_delta,max_positive_party,voter_nan_pct,candidate_nan_pct,candidate_var,voter_var,combined_var,voter_avg_abs_corr,candidate_avg_abs_corr
32245,Should busy sections of highways be widened?,32,Energy & transport,0.0977936744176345,0.0967861315153772,-0.0010075429022572,0.1745269682760579,0.1931121673307917,0.0185851990547337,0.0312484996879374,0.0316792559519072,0.0004307562639697,0.1090233435221313,0.1070649361734064,-0.0019584073487249,0.0432396605160585,0.043713092323208,0.0004734318071495,0.1619603544203661,0.1576234523447379,-0.0043369020756282,0.1353834930998901,0.1275451960674421,-0.0078382970324479,0.0608419884669471,0.0613494273475689,0.0005074388806217,0.007303519131979,0.0079956630979238,0.0006921439659448,0.1320314625442013,0.1263969572337634,-0.0056345053104378,0.0466470359168066,0.0467337206138904,8.668469708385251e-05,0.0185851990547337,Centre,0.0185851990547337,Centre,0.0278457919247203,0.0,1753.64218783678,1577.0235503318395,2765535.0290740537,0.24642648138292772,0.5016657434541012
32228,"Should the conditions for naturalization be relaxed (e.g., shorter residence period)?",15,Immigration & integration,0.0977936744176345,0.0853324158091756,-0.0124612586084589,0.1745269682760579,0.1904449458820642,0.0159179776060063,0.0312484996879374,0.0328314956177577,0.0015829959298202,0.1090233435221313,0.1201649943188257,0.0111416507966943,0.0432396605160585,0.0440564970847318,0.0008168365686733,0.1619603544203661,0.1504146195741879,-0.0115457348461781,0.1353834930998901,0.1289568230191844,-0.0064266700807056,0.0608419884669471,0.0674440283579141,0.0066020398909669,0.007303519131979,0.0064326713289694,-0.0008708478030096,0.1320314625442013,0.1253747446135415,-0.0066567179306598,0.0466470359168066,0.0485467643936632,0.0018997284768566,0.0159179776060063,Centre,0.0159179776060063,Centre,0.0229007633587786,0.0,1965.513484437688,1615.0417084387864,3174386.2558657154,0.2729880450820805,0.47706611491421347
32262,Are you in favour of lowering the voting age to 16?,49,"Democracy, Media & Digitalization",0.0977936744176345,0.0951384554654254,-0.002655218952209,0.1745269682760579,0.1895941022399194,0.0150671339638615,0.0312484996879374,0.0328815060199215,0.001633006331984,0.1090233435221313,0.1138670176730175,0.0048436741508862,0.0432396605160585,0.0448419938013821,0.0016023332853236,0.1619603544203661,0.1486229135660089,-0.0133374408543572,0.1353834930998901,0.1276445500664088,-0.0077389430334812,0.0608419884669471,0.0666071876283754,0.0057651991614282,0.007303519131979,0.0072054987437383,-9.80203882407606e-05,0.1320314625442013,0.1254754322232324,-0.0065560303209688,0.0466470359168066,0.0481213425725912,0.0014743066557845,0.0150671339638615,Centre,0.0150671339638615,Centre,0.3575303663161938,0.0,2041.7593107281828,1720.7550121618365,3513367.567563617,0.24138787697286854,0.4810828525811751
32222,"Should insured persons contribute more to health care costs (e.g., increase the minimum deductible)?",9,Health,0.0977936744176345,0.0957952587471746,-0.0019984156704599,0.1745269682760579,0.171835075028928,-0.0026918932471298,0.0312484996879374,0.0310204522540713,-0.000228047433866,0.1090233435221313,0.1082805223486607,-0.0007428211734705,0.0432396605160585,0.0440478286150229,0.0008081680989644,0.1619603544203661,0.1747236758578895,0.0127633214375234,0.1353834930998901,0.1334550919924615,-0.0019284011074285,0.0608419884669471,0.0576319874534028,-0.0032100010135443,0.007303519131979,0.0070314625442088,-0.0002720565877702,0.1320314625442013,0.1291968729495679,-0.0028345895946333,0.0466470359168066,0.0469817722086224,0.0003347362918158,0.0127633214375234,GLP,0.0127633214375234,GLP,0.0269816121753324,0.0,1469.619601592722,1354.0232536577407,1989899.1145877696,0.15207815798372196,0.36860984216925907
32242,Should private households be free to choose their electricity supplier (complete liberalization of the electricity market)?,29,Economy & labour,0.0977936744176345,0.094371629298915,-0.0034220451187194,0.1745269682760579,0.174150890051789,-0.0003760782242689,0.0312484996879374,0.0311264743066581,-0.0001220253812792,0.1090233435221313,0.1107763748193061,0.0017530312971748,0.0432396605160585,0.0436657491424927,0.0004260886264342,0.1619603544203661,0.1744489520486692,0.0124885976283031,0.1353834930998901,0.1351734494108017,-0.0002100436890883,0.0608419884669471,0.0610100234182177,0.0001680349512705,0.007303519131979,0.0068187516336728,-0.0004847674983062,0.1320314625442013,0.1218153375902174,-0.0102161249539839,0.0466470359168066,0.0466423682792714,-4.66763753519811e-06,0.0124885976283031,GLP,0.0124885976283031,GLP,0.3901531518555859,0.0,1771.3119155388672,1444.7580629791703,2559117.172025857,0.12229887239959827,0.36789174975543787
32233,Would you be in favour of doctors being allowed to administer direct active euthanasia in Switzerland?,20,Society & ethics,0.0977936744176345,0.1008783160230873,0.0030846416054527,0.1745269682760579,0.1770821664239389,0.0025551981478809,0.0312484996879374,0.0266335397762749,-0.0046149599116624,0.1090233435221313,0.0973362459391714,-0.0116870975829598,0.0432396605160585,0.0447526418828498,0.0015129813667913,0.1619603544203661,0.1739008380409544,0.0119404836205882,0.1353834930998901,0.1378680098793782,0.0024845167794881,0.0608419884669471,0.0505145070174674,-0.0103274814494796,0.007303519131979,0.0075369010087427,0.0002333818767636,0.1320314625442013,0.1345319826523829,0.0025005201081815,0.0466470359168066,0.0489648513557514,0.0023178154389447,0.0119404836205882,GLP,0.0119404836205882,GLP,0.3714292572855154,0.0,1549.756714803765,1002.0406308790988,1552919.1962110838,0.09344682937176939,0.15083629501538331
32220,Should compulsory vaccination of children be introduced based on the Swiss vaccination plan?,7,Health,0.0977936744176345,0.0956945711374867,-0.0020991032801478,0.1745269682760579,0.1688844613012751,-0.0056425069747827,0.0312484996879374,0.030140935981353,-0.0011075637065844,0.1090233435221313,0.1145531603907037,0.0055298168685723,0.0432396605160585,0.0413159270461632,-0.0019237334698952,0.1619603544203661,0.1537013032043843,-0.0082590512159818,0.1353834930998901,0.1347947039650837,-0.0005887891348063,0.0608419884669471,0.0629831004849148,0.0021411120179676,0.007303519131979,0.0073935378558736,9.001872389456655e-05,0.1320314625442013,0.1437112252681759,0.0116797627239745,0.0466470359168066,0.0468270733645959,0.0001800374477892,0.0116797627239745,SP,0.0116797627239745,SP,0.3589466609054683,0.0,1336.0632607684536,1573.5968181804417,2102424.896033024,0.10115817719864473,0.2610016593976874
32248,Do you think it's fair that environmental and landscape protection rules are being relaxed to allow for the development of renewable energy?,35,Energy & transport,0.0977936744176345,0.0958686073370153,-0.0019250670806192,0.1745269682760579,0.172987981500142,-0.0015389867759158,0.0312484996879374,0.0307890707933939,-0.0004594288945435,0.1090233435221313,0.1104309696416969,0.0014076261195655,0.0432396605160585,0.0436864201087204,0.0004467595926619,0.1619603544203661,0.1627145112849944,0.0007541568646282,0.1353834930998901,0.1267797035116594,-0.0086037895882306,0.0608419884669471,0.0601558457492616,-0.0006861427176855,0.007303519131979,0.0075829105787333,0.0002793914467542,0.1320314625442013,0.1428230405257504,0.0107915779815491,0.0466470359168066,0.0461809389686415,-0.000466096948165,0.0107915779815491,SP,0.0107915779815491,SP,0.3702770176196649,0.0,1423.6118989007498,1165.995294523041,1659924.7753452852,0.07543818974010601,0.1258451600756559
32261,"A popular initiative aims to reduce television and radio fees (CHF 200 per household, exemption for businesses). Do you support this initiative?",48,"Democracy, Media & Digitalization",0.0977936744176345,0.1073830023311673,0.0095893279135328,0.1745269682760579,0.1701987346701372,-0.0043282336059207,0.0312484996879374,0.0348752540528456,0.0036267543649081,0.1090233435221313,0.1138390118478056,0.0048156683256742,0.0432396605160585,0.046364977248606,0.0031253167325475,0.1619603544203661,0.1588490406004302,-0.0031113138199359,0.1353834930998901,0.1319861197795737,-0.0033973733203163,0.0608419884669471,0.0591663065917863,-0.0016756818751608,0.007303519131979,0.0076255861219127,0.0003220669899336,0.1320314625442013,0.1213599095278454,-0.0106715530163558,0.0466470359168066,0.0483520572279064,0.0017050213110998,0.0106715530163558,SP,0.0031253167325475,FDP,0.0400643333813433,0.0,1961.5063924402448,1752.899212276625,3438323.0101840687,0.19703604504743588,0.47149986045318426
32236,Do you support tax cuts at the federal level over the next four years?,23,Finances & taxes,0.0977936744176345,0.1027173652119816,0.004923690794347,0.1745269682760579,0.1843356751537546,0.0098087068776966,0.0312484996879374,0.0319213062983793,0.0006728066104418,0.1090233435221313,0.1045384106560996,-0.0044849328660316,0.0432396605160585,0.0430549554307347,-0.0001847050853237,0.1619603544203661,0.1665679794730482,0.004607625052682,0.1353834930998901,0.1313853281482483,-0.0039981649516417,0.0608419884669471,0.0596557417276271,-0.00118624673932,0.007303519131979,0.0066860573665986,-0.0006174617653804,0.1320314625442013,0.1228215468817484,-0.0092099156624528,0.0466470359168066,0.0463156336518026,-0.0003314022650039,0.0098087068776966,Centre,0.0098087068776966,Centre,0.0656296509674012,0.0,1674.251899203261,1448.660909901867,2425423.279704725,0.17563830833383715,0.4855073694114555
