question_id,question_text,category,mean_abs_r,max_abs_r,n_high_corr,base_Andere,added_Andere,delta_Andere,base_Centre,added_Centre,delta_Centre,base_EDU,added_EDU,delta_EDU,base_EVP,added_EVP,delta_EVP,base_FDP,added_FDP,delta_FDP,base_GLP,added_GLP,delta_GLP,base_Green,added_Green,delta_Green,base_Parteilos,added_Parteilos,delta_Parteilos,base_PdA,added_PdA,delta_PdA,base_SP,added_SP,delta_SP,base_SVP,added_SVP,delta_SVP,max_abs_delta,max_delta_party,max_positive_delta,max_positive_party
32248,Do you think it's fair that environmental and landscape protection rules are being relaxed to allow for the development of renewable energy?,Energy & transport,0.0681364387129878,0.1910196809584826,0,0.09465435477248,0.0901920932887587,-0.0044622614837213,0.1809242989208312,0.1817584724289211,0.0008341735080899,0.0351746496604658,0.0346752124441914,-0.0004994372162743,0.123019588074322,0.1238897690719681,0.0008701809976461,0.0442098623180326,0.0448833357338365,0.0006734734158038,0.1451068488912262,0.1468352083900008,0.0017283594987745,0.1261515728604857,0.1120979830471475,-0.0140535898133381,0.0657843498114419,0.0659017075551859,0.0001173577437439,0.0112363371581283,0.0101927867663134,-0.0010435503918148,0.1250273390198449,0.1413954102453183,0.0163680712254734,0.0487107985127603,0.0481780210283769,-0.0005327774843834,0.0163680712254734,SP,0.0163680712254734,SP
32237,Should married couples be taxed separately (individual taxation)? [BePart question],Finances & taxes,0.0769042108500021,0.1429817486170681,0,0.09465435477248,0.0978950288326854,0.0032406740602053,0.1809242989208312,0.1681303044366486,-0.0127939944841826,0.0351746496604658,0.0335596470732609,-0.0016150025872049,0.123019588074322,0.1129234880855314,-0.0100960999887906,0.0442098623180326,0.0467797301838823,0.0025698678658496,0.1451068488912262,0.1569339756002408,0.0118271267090145,0.1261515728604857,0.1329629896351705,0.0068114167746848,0.0657843498114419,0.0626590330788933,-0.0031253167325485,0.0112363371581283,0.0099033932391264,-0.0013329439190018,0.1250273390198449,0.1296876416961332,0.0046603026762882,0.0487107985127603,0.0485647681384424,-0.0001460303743179,0.0127939944841826,Centre,0.0118271267090145,GLP
32221,Are you in favor of the introduction of a tax on foods containing sugar (sugar tax)?,Health,0.1950298434505263,0.3402714326237104,2,0.09465435477248,0.0949217437227153,0.0002673889502352,0.1809242989208312,0.1742435759971311,-0.0066807229237,0.0351746496604658,0.035391361403175,0.0002167117427091,0.123019588074322,0.1246785998154295,0.0016590117411074,0.0442098623180326,0.0438477870063678,-0.0003620753116648,0.1451068488912262,0.145490928779843,0.0003840798886167,0.1261515728604857,0.1381053925883155,0.0119538197278298,0.0657843498114419,0.0673553432447426,0.0015709934333007,0.0112363371581283,0.0113656973983915,0.0001293602402632,0.1250273390198449,0.1163368647345322,-0.0086904742853127,0.0487107985127603,0.0482627053093741,-0.0004480932033862,0.0119538197278298,Green,0.0119538197278298,Green
32251,Would you be in favor of the introduction of increasing electricity tariffs when consumption is higher (progressive electricity tariffs)?,Energy & transport,0.196828135555981,0.3102610859874249,2,0.09465435477248,0.0966961127914818,0.0020417580190017,0.1809242989208312,0.1763206747003268,-0.0046036242205043,0.0351746496604658,0.0352226596465429,4.8009986077068856e-05,0.123019588074322,0.121960701159178,-0.0010588869151439,0.0442098623180326,0.0435957345794629,-0.0006141277385697,0.1451068488912262,0.1488256223961125,0.0037187735048862,0.1261515728604857,0.1375792831575539,0.0114277102970681,0.0657843498114419,0.0657556771808682,-2.867263057371172e-05,0.0112363371581283,0.0110929740052591,-0.0001433631528691,0.1250273390198449,0.1144524727810061,-0.0105748662388388,0.0487107985127603,0.0484980876022243,-0.000212710910536,0.0114277102970681,Green,0.0114277102970681,Green
32233,Would you be in favour of doctors being allowed to administer direct active euthanasia in Switzerland?,Society & ethics,0.0887725302360163,0.2968062369556422,0,0.09465435477248,0.0960226393756786,0.0013682846031985,0.1809242989208312,0.1838409055750157,0.0029166066541845,0.0351746496604658,0.0308117421757083,-0.0043629074847575,0.123019588074322,0.1068488912360571,-0.0161706968382648,0.0442098623180326,0.0458908786360936,0.0016810163180609,0.1451068488912262,0.1544727970084284,0.0093659481172022,0.1261515728604857,0.1315200228314094,0.0053684499709237,0.0657843498114419,0.059191645195546,-0.0065927046158958,0.0112363371581283,0.011909810573932,0.0006734734158037,0.1250273390198449,0.1292308800230391,0.0042035410031941,0.0487107985127603,0.0502597873691094,0.001548988856349,0.0093659481172022,GLP,0.0093659481172022,GLP
32220,Should compulsory vaccination of children be introduced based on the Swiss vaccination plan?,Health,0.0997311432662699,0.2409918753484319,0,0.09465435477248,0.0944349758083228,-0.0002193789641572,0.1809242989208312,0.1759939400728595,-0.0049303588479716,0.0351746496604658,0.0345451853985659,-0.0006294642618998,0.123019588074322,0.1236177124841979,0.0005981244098759,0.0442098623180326,0.0436304084582965,-0.0005794538597361,0.1451068488912262,0.140645921018232,-0.0044609278729941,0.1261515728604857,0.1256474680066755,-0.0005041048538101,0.0657843498114419,0.0682188561887688,0.0024345063773269,0.0112363371581283,0.0105761998495681,-0.0006601373085601,0.1250273390198449,0.1340378798790061,0.0090105408591611,0.0487107985127603,0.0486514528355262,-5.934567723411138e-05,0.0090105408591611,SP,0.0090105408591611,SP
32217,"As part of the reform of the BVG (occupational pension plan), pensions are to be reduced (lowering the minimum conversion rate from 6.8% to 6%). Are you in favor of this measure?",Welfare state & family,0.1535848301366597,0.4218845035448401,5,0.09465435477248,0.0995953825062484,0.0049410277337683,0.1809242989208312,0.1732400339270471,-0.007684264993784,0.0351746496604658,0.0370330362048674,0.0018583865444015,0.123019588074322,0.1156187153594687,-0.0074008727148533,0.0442098623180326,0.0431383061010059,-0.0010715562170267,0.1451068488912262,0.1404592155168221,-0.0046476333744041,0.1261515728604857,0.1333750753489988,0.0072235024885131,0.0657843498114419,0.0653916014531161,-0.0003927483583257,0.0112363371581283,0.011843796843076,0.0006074596849477,0.1250273390198449,0.1316780557022449,0.0066507166823999,0.0487107985127603,0.0486267810371255,-8.40174756348705e-05,0.007684264993784,Centre,0.0072235024885131,Green
32262,Are you in favour of lowering the voting age to 16?,"Democracy, Media & Digitalization",0.2788115237862654,0.5092954101252468,13,0.09465435477248,0.0953565008188576,0.0007021460463776,0.1809242989208312,0.1857019593408643,0.0047776604200331,0.0351746496604658,0.0363795669499289,0.0012049172894631,0.123019588074322,0.1238644304682052,0.0008448423938832,0.0442098623180326,0.0453607683731588,0.0011509060551262,0.1451068488912262,0.1376039549559608,-0.0075028939352653,0.1261515728604857,0.1244365494689537,-0.0017150233915319,0.0657843498114419,0.0680614901232939,0.002277140311852,0.0112363371581283,0.0106342119160779,-0.0006021252420503,0.1250273390198449,0.122796875083348,-0.0022304639364968,0.0487107985127603,0.0498036925013768,0.0010928939886164,0.0075028939352653,GLP,0.0047776604200331,Centre
32263,Should it be possible to hold a referendum on federal spending above a certain amount (optional financial referendum)?,"Democracy, Media & Digitalization",0.0738128745250426,0.2563479309797242,0,0.09465435477248,0.0979790463083195,0.0033246915358394,0.1809242989208312,0.1801661412240295,-0.0007581576968017,0.0351746496604658,0.0357387669968719,0.000564117336406,0.123019588074322,0.1250986871936035,0.0020790991192815,0.0442098623180326,0.0435563930630942,-0.0006534692549383,0.1451068488912262,0.1378693434901086,-0.0072375054011175,0.1261515728604857,0.1318614271768467,0.005709854316361,0.0657843498114419,0.0686269410704248,0.0028425912589829,0.0112363371581283,0.0126579661903002,0.0014216290321719,0.1250273390198449,0.1180832279780856,-0.0069441110417593,0.0487107985127603,0.0483620593083392,-0.0003487392044211,0.0072375054011175,GLP,0.005709854316361,Green
32242,Should private households be free to choose their electricity supplier (complete liberalization of the electricity market)?,Economy & labour,0.1407754485194244,0.2635032231711091,0,0.09465435477248,0.0929273288844282,-0.0017270258880518,0.1809242989208312,0.1812650364609059,0.0003407375400746,0.0351746496604658,0.035101967875988,-7.268178447784185e-05,0.123019588074322,0.1220993966745118,-0.0009201913998101,0.0442098623180326,0.0449680200148336,0.000758157696801,0.1451068488912262,0.1511961154586686,0.0060892665674424,0.1261515728604857,0.1294409237121275,0.0032893508516417,0.0657843498114419,0.0664724929452137,0.0006881431337718,0.0112363371581283,0.0100227513989571,-0.0012135857591711,0.1250273390198449,0.1178745178997232,-0.0071528211201217,0.0487107985127603,0.0486314486746606,-7.934983809971402e-05,0.0071528211201217,SP,0.0060892665674424,GLP
