question_id,question_text,question_order,n_clones,jaccard_mean,jaccard_median,jaccard_p10,spearman_mean,kendall_mean,n_changed_mean,avg_pos_moved_mean,voter_nan_pct,candidate_nan_pct,candidate_var,voter_var,combined_var
32214,"Do you support an increase in the retirement age (e.g., to 67)?",1,0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0088818474242642,0.0,1744.4002336899184,1565.973622315987,2731684.752720256
32214,"Do you support an increase in the retirement age (e.g., to 67)?",1,1,0.846600257936083,0.8461538461538461,0.7142857142857143,0.9951394826820752,0.9588388681904296,978.0793124969994,18.535023238186312,0.0088818474242642,0.0,1744.4002336899184,1565.973622315987,2731684.752720256
32214,"Do you support an increase in the retirement age (e.g., to 67)?",1,2,0.7569359655535483,0.7560975609756098,0.5652173913043478,0.9838154527920852,0.9215573495706209,995.7751692352008,35.1716076127508,0.0088818474242642,0.0,1744.4002336899184,1565.973622315987,2731684.752720256
32214,"Do you support an increase in the retirement age (e.g., to 67)?",1,3,0.6982680967886478,0.7142857142857143,0.4693877551020408,0.9688071524757924,0.8880064766259667,1001.3546017571656,50.101771045928565,0.0088818474242642,0.0,1744.4002336899184,1565.973622315987,2731684.752720256
32214,"Do you support an increase in the retirement age (e.g., to 67)?",1,4,0.657318298781259,0.6744186046511628,0.44,0.9518548363770024,0.8578522973519949,1004.0980363915694,63.48335021614525,0.0088818474242642,0.0,1744.4002336899184,1565.973622315987,2731684.752720256
32214,"Do you support an increase in the retirement age (e.g., to 67)?",1,5,0.627018214141275,0.6363636363636364,0.3846153846153846,0.934072538743575,0.8307407756584035,1005.7669835325748,75.48181007072213,0.0088818474242642,0.0,1744.4002336899184,1565.973622315987,2731684.752720256
32214,"Do you support an increase in the retirement age (e.g., to 67)?",1,7,0.5843234562876478,0.5652173913043478,0.3333333333333333,0.898360071050487,0.7841618018011598,1007.7661193528254,96.03257703841469,0.0088818474242642,0.0,1744.4002336899184,1565.973622315987,2731684.752720256
32214,"Do you support an increase in the retirement age (e.g., to 67)?",1,10,0.5403940664453853,0.5319148936170213,0.3090909090909091,0.8486151316171331,0.7291240428220639,1009.3906332517164,120.21604787673388,0.0088818474242642,0.0,1744.4002336899184,1565.973622315987,2731684.752720256
32214,"Do you support an increase in the retirement age (e.g., to 67)?",1,15,0.4874707193405402,0.4693877551020408,0.2631578947368421,0.7804432069250808,0.6638913187393989,1010.6284987277354,148.6551799625634,0.0088818474242642,0.0,1744.4002336899184,1565.973622315987,2731684.752720256
32214,"Do you support an increase in the retirement age (e.g., to 67)?",1,20,0.4471311208508603,0.4117647058823529,0.2203389830508474,0.7282636275059811,0.6189098195148782,1011.337558212108,168.07747234748444,0.0088818474242642,0.0,1744.4002336899184,1565.973622315987,2731684.752720256
32214,"Do you support an increase in the retirement age (e.g., to 67)?",1,30,0.3877380167681458,0.3584905660377358,0.180327868852459,0.6559830257267324,0.5612582621550519,1012.0941715876902,192.60416690286735,0.0088818474242642,0.0,1744.4002336899184,1565.973622315987,2731684.752720256
32215,Should the federal government allocate more funding for health insurance premium subsidies?,2,0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0157712804263286,0.0,1547.6497714149584,1256.2065388351623,1944167.7626782155
32215,Should the federal government allocate more funding for health insurance premium subsidies?,2,1,0.9079479398173608,0.945945945945946,0.8,0.997717788756423,0.9755381293646296,889.7094915742474,10.897802509685864,0.0157712804263286,0.0,1547.6497714149584,1256.2065388351623,1944167.7626782155
32215,Should the federal government allocate more funding for health insurance premium subsidies?,2,2,0.8428966528623917,0.8461538461538461,0.6744186046511628,0.992068528551747,0.952868295503946,933.4825963800472,20.85204264761123,0.0157712804263286,0.0,1547.6497714149584,1256.2065388351623,1944167.7626782155
32215,Should the federal government allocate more funding for health insurance premium subsidies?,2,3,0.7933989330782044,0.8,0.5652173913043478,0.9841309091900644,0.9319431156680988,951.14196552883,30.03402116386564,0.0157712804263286,0.0,1547.6497714149584,1256.2065388351623,1944167.7626782155
32215,Should the federal government allocate more funding for health insurance premium subsidies?,2,4,0.753317578900391,0.8,0.5,0.97472829842685,0.9126880364320848,960.697945172596,38.48033300547506,0.0157712804263286,0.0,1547.6497714149584,1256.2065388351623,1944167.7626782155
32215,Should the federal government allocate more funding for health insurance premium subsidies?,2,5,0.720542890991063,0.7560975609756098,0.44,0.9644432562159548,0.8949812565086097,966.5825291660666,46.24834310726136,0.0157712804263286,0.0,1547.6497714149584,1256.2065388351623,1944167.7626782155
32215,Should the federal government allocate more funding for health insurance premium subsidies?,2,7,0.6688811757054106,0.6744186046511628,0.3584905660377358,0.9427661142848176,0.8636882790323522,973.184358346536,59.9840653503159,0.0157712804263286,0.0,1547.6497714149584,1256.2065388351623,1944167.7626782155
32215,Should the federal government allocate more funding for health insurance premium subsidies?,2,10,0.6126254632184557,0.6363636363636364,0.2857142857142857,0.910775221073162,0.8252801111677979,977.651951605934,76.85949543977449,0.0157712804263286,0.0,1547.6497714149584,1256.2065388351623,1944167.7626782155
32215,Should the federal government allocate more funding for health insurance premium subsidies?,2,15,0.5482757840267679,0.5319148936170213,0.2413793103448276,0.8644219947823562,0.7776781266434264,980.3060396562483,97.763337922976,0.0157712804263286,0.0,1547.6497714149584,1256.2065388351623,1944167.7626782155
32215,Should the federal government allocate more funding for health insurance premium subsidies?,2,20,0.5041681643596396,0.5,0.2,0.8272361638462351,0.7434318332631856,981.3271880551156,112.77862072862176,0.0157712804263286,0.0,1547.6497714149584,1256.2065388351623,1944167.7626782155
32215,Should the federal government allocate more funding for health insurance premium subsidies?,2,30,0.448069842776661,0.4117647058823529,0.1612903225806451,0.7738479420840266,0.6976665334770932,982.118272600701,132.75139780677878,0.0157712804263286,0.0,1547.6497714149584,1256.2065388351623,1944167.7626782155
32216,"For married couples, the pension is currently limited to 150% of the maximum individual AHV pension (capping). Should this limit be eliminated?",3,0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.3937298958183302,0.0,1212.3420796890186,1170.6708104104057,1419253.4849241802
32216,"For married couples, the pension is currently limited to 150% of the maximum individual AHV pension (capping). Should this limit be eliminated?",3,1,0.9296299170237564,0.945945945945946,0.8,0.9989020712407658,0.9844687622422772,589.7189975514907,7.012976786635177,0.3937298958183302,0.0,1212.3420796890186,1170.6708104104057,1419253.4849241802
32216,"For married couples, the pension is currently limited to 150% of the maximum individual AHV pension (capping). Should this limit be eliminated?",3,2,0.8849154196778641,0.945945945945946,0.6744186046511628,0.9959801445612546,0.9697738185457994,607.4245042968937,13.584563198474727,0.3937298958183302,0.0,1212.3420796890186,1170.6708104104057,1419253.4849241802
32216,"For married couples, the pension is currently limited to 150% of the maximum individual AHV pension (capping). Should this limit be eliminated?",3,3,0.8537094213513802,0.8947368421052632,0.6,0.9916679428382258,0.9560125455647248,612.4459407556772,19.721719657047267,0.3937298958183302,0.0,1212.3420796890186,1170.6708104104057,1419253.4849241802
32216,"For married couples, the pension is currently limited to 150% of the maximum individual AHV pension (capping). Should this limit be eliminated?",3,4,0.8301568786891178,0.8947368421052632,0.5319148936170213,0.9863582454300344,0.9432011941636634,614.8501608334534,25.417387248034476,0.3937298958183302,0.0,1212.3420796890186,1170.6708104104057,1419253.4849241802
32216,"For married couples, the pension is currently limited to 150% of the maximum individual AHV pension (capping). Should this limit be eliminated?",3,5,0.8113951204052472,0.8461538461538461,0.4693877551020408,0.9803761178607564,0.9313158737226076,616.230399923184,30.683475667311978,0.3937298958183302,0.0,1212.3420796890186,1170.6708104104057,1419253.4849241802
32216,"For married couples, the pension is currently limited to 150% of the maximum individual AHV pension (capping). Should this limit be eliminated?",3,7,0.7823928871811043,0.8,0.3846153846153846,0.9673542809562156,0.9101132149280428,617.8537855874022,40.031143457430986,0.3937298958183302,0.0,1212.3420796890186,1170.6708104104057,1419253.4849241802
32216,"For married couples, the pension is currently limited to 150% of the maximum individual AHV pension (capping). Should this limit be eliminated?",3,10,0.7490455787159962,0.7560975609756098,0.3090909090909091,0.947320048952192,0.8836978481082891,619.1891113351577,51.58909214049467,0.3937298958183302,0.0,1212.3420796890186,1170.6708104104057,1419253.4849241802
32216,"For married couples, the pension is currently limited to 150% of the maximum individual AHV pension (capping). Should this limit be eliminated?",3,15,0.707177229040722,0.7142857142857143,0.2413793103448276,0.9165110473029284,0.8499634515623132,620.2810024485093,66.19988596111956,0.3937298958183302,0.0,1212.3420796890186,1170.6708104104057,1419253.4849241802
32216,"For married couples, the pension is currently limited to 150% of the maximum individual AHV pension (capping). Should this limit be eliminated?",3,20,0.6754532917815715,0.6363636363636364,0.2203389830508474,0.8903957438437131,0.8247291844458524,620.7127802582937,77.01129751023198,0.3937298958183302,0.0,1212.3420796890186,1170.6708104104057,1419253.4849241802
32216,"For married couples, the pension is currently limited to 150% of the maximum individual AHV pension (capping). Should this limit be eliminated?",3,30,0.6316310422611537,0.5652173913043478,0.180327868852459,0.8504104064146563,0.7890992678588865,621.0230687983101,92.09952642744445,0.3937298958183302,0.0,1212.3420796890186,1170.6708104104057,1419253.4849241802
