question_id,question_text,impact,base_jaccard_mean,base_spearman_mean,base_kendall_mean,composite_rank,voter_nan_pct,candidate_nan_pct,voter_var,candidate_var,combined_var,voter_avg_abs_corr,candidate_avg_abs_corr,base_Andere,cloned_Andere,delta_Andere,base_Centre,cloned_Centre,delta_Centre,base_EDU,cloned_EDU,delta_EDU,base_EVP,cloned_EVP,delta_EVP,base_FDP,cloned_FDP,delta_FDP,base_GLP,cloned_GLP,delta_GLP,base_Green,cloned_Green,delta_Green,base_Parteilos,cloned_Parteilos,delta_Parteilos,base_PdA,cloned_PdA,delta_PdA,base_SP,cloned_SP,delta_SP,base_SVP,cloned_SVP,delta_SVP,max_abs_delta,max_delta_party,max_positive_delta,max_positive_party,_category,rank_rec,rank_party,rank_bias
32214,"Do you support an increase in the retirement age (e.g., to 67)?",0.342681701218741,0.657318298781259,0.9518548363770024,0.8578522973519949,3.0,0.0088818474242642,0.0,1565.973622315987,1744.4002336899184,2731684.752720256,0.122974629214316,0.2643870078907533,0.0977936744176345,0.0974882775617528,-0.0003053968558816,0.1745269682760579,0.1751977744704126,0.0006708061943546,0.0312484996879374,0.0290287046372333,-0.0022197950507041,0.1090233435221313,0.1122746864681264,0.003251342945995,0.0432396605160585,0.0415306383727851,-0.0017090221432733,0.1619603544203661,0.1712169464581721,0.0092565920378059,0.1353834930998901,0.1345366502899171,-0.0008468428099729,0.0608419884669471,0.0599964792677014,-0.0008455091992457,0.007303519131979,0.0074768885261464,0.0001733693941673,0.1320314625442013,0.1247572828481617,-0.0072741796960396,0.0466470359168066,0.0464956710995919,-0.0001513648172146,0.0092565920378059,GLP,0.0092565920378059,GLP,Welfare state & family,1.0,11.0,-10.0
32215,Should the federal government allocate more funding for health insurance premium subsidies?,0.246682421099609,0.753317578900391,0.97472829842685,0.9126880364320848,99.66666666666669,0.0157712804263286,0.0,1256.2065388351623,1547.6497714149584,1944167.7626782155,0.2343834047313031,0.4903523312594711,0.0977936744176345,0.0970995300356037,-0.0006941443820308,0.1745269682760579,0.1728286150185823,-0.0016983532574755,0.0312484996879374,0.0315438944633843,0.0002953947754468,0.1090233435221313,0.1065581640981474,-0.0024651794239839,0.0432396605160585,0.045074042067421,0.0018343815513625,0.1619603544203661,0.1695065907041789,0.0075462362838127,0.1353834930998901,0.135400163233945,1.667013405498574e-05,0.0608419884669471,0.0592249854636565,-0.0016170030032906,0.007303519131979,0.0075015603245471,0.000198041192568,0.1320314625442013,0.1296956433604796,-0.0023358191837216,0.0466470359168066,0.0455668112300724,-0.0010802246867341,0.0075462362838127,GLP,0.0075462362838127,GLP,Welfare state & family,19.0,16.0,3.0
32216,"For married couples, the pension is currently limited to 150% of the maximum individual AHV pension (capping). Should this limit be eliminated?",0.1698431213108822,0.8301568786891178,0.9863582454300344,0.9432011941636634,228.0,0.3937298958183302,0.0,1170.6708104104057,1212.3420796890186,1419253.4849241802,0.0275532091754015,0.1004391224629097,0.0977936744176345,0.0968308074746435,-0.000962866942991,0.1745269682760579,0.1704294493254506,-0.0040975189506073,0.0312484996879374,0.0312725046809759,2.4004993038503203e-05,0.1090233435221313,0.1058786894340832,-0.003144654088048,0.0432396605160585,0.0432043198318629,-3.534068419556308e-05,0.1619603544203661,0.1665073001850846,0.0045469457647184,0.1353834930998901,0.1335684489040315,-0.0018150441958585,0.0608419884669471,0.0607513029376902,-9.068552925695084e-05,0.007303519131979,0.007274179696043,-2.9339435936013604e-05,0.1320314625442013,0.1372432132550132,0.0052117507108119,0.0466470359168066,0.047039784275132,0.0003927483583254,0.0052117507108119,SP,0.0052117507108119,SP,Welfare state & family,48.0,26.0,22.0
32217,"As part of the reform of the BVG (occupational pension plan), pensions are to be reduced (lowering the minimum conversion rate from 6.8% to 6%). Are you in favor of this measure?",0.1957070434872906,0.8042929565127094,0.97816069110131,0.9240619581969668,148.0,0.3823755341110951,0.0,1246.798820961001,1933.303129478584,2410440.0623941123,0.1350197090293375,0.280948474316201,0.0977936744176345,0.1038429326633461,0.0060492582457115,0.1745269682760579,0.1682283248248893,-0.0062986434511685,0.0312484996879374,0.0336196595558571,0.0023711598679196,0.1090233435221313,0.1033388278095322,-0.0056845157125991,0.0432396605160585,0.0406957980593336,-0.0025438624567248,0.1619603544203661,0.1550635865593208,-0.0068967678610453,0.1353834930998901,0.1422642576322413,0.0068807645323512,0.0608419884669471,0.05900360608341,-0.0018383823835371,0.007303519131979,0.007585577800182,0.0002820586682029,0.1320314625442013,0.13934498375661,0.0073135212124087,0.0466470359168066,0.0470124452552825,0.0003654093384758,0.0073135212124087,SP,0.0073135212124087,SP,Welfare state & family,37.0,17.0,20.0
32218,Should paid parental leave be increased beyond today's 14 weeks of maternity leave and two weeks of paternity leave? [BePart question],0.1284359093261309,0.8715640906738691,0.9876743127545632,0.953419754877437,253.0,0.3517451629939027,0.0,1527.4959316717218,1758.8616880882423,2686654.072928048,0.2489740172329077,0.5004202435401627,0.0977936744176345,0.0961786718304298,-0.0016150025872046,0.1745269682760579,0.1743122569494357,-0.0002147113266222,0.0312484996879374,0.0312098249769307,-3.867471100665876e-05,0.1090233435221313,0.1093180714922156,0.0002947279700843,0.0432396605160585,0.0446346173337435,0.0013949568176849,0.1619603544203661,0.1608041139223438,-0.0011562404980223,0.1353834930998901,0.1350307530632961,-0.0003527400365939,0.0608419884669471,0.0619322152341153,0.0010902267671681,0.007303519131979,0.0072855153872001,-1.800374477891123e-05,0.1320314625442013,0.1315393601869117,-0.0004921023572895,0.0466470359168066,0.0477545996233911,0.0011075637065844,0.0013949568176849,FDP,0.0013949568176849,FDP,Welfare state & family,52.0,65.0,-13.0
32219,Should the federal government provide more financial support for public housing construction? [BePart question],0.2296414396457252,0.7703585603542747,0.9710336741249124,0.902553929399979,94.66666666666669,0.0209563589226559,0.0,1274.744409927082,1743.804664723032,2222905.248360454,0.2828003658153591,0.483446198236507,0.0977936744176345,0.0975282858834861,-0.0002653885341483,0.1745269682760579,0.1691518502515103,-0.0053751180245476,0.0312484996879374,0.030709054149932,-0.0005394455380053,0.1090233435221313,0.1132735609006785,0.0042502173785471,0.0432396605160585,0.0426261995828508,-0.0006134609332077,0.1619603544203661,0.1578868404627997,-0.0040735139575664,0.1353834930998901,0.1378593414096696,0.0024758483097795,0.0608419884669471,0.0614087730248019,0.0005667845578548,0.007303519131979,0.0074808893583194,0.0001773702263403,0.1320314625442013,0.1355962040104261,0.0035647414662248,0.0466470359168066,0.0464790009655368,-0.0001680349512698,0.0053751180245476,Centre,0.0035647414662248,SP,Welfare state & family,23.0,25.0,-2.0
32220,Should compulsory vaccination of children be introduced based on the Swiss vaccination plan?,0.2405052869837785,0.7594947130162215,0.9820245069476978,0.9280236019940352,139.66666666666666,0.3589466609054683,0.0,1573.5968181804417,1336.0632607684536,2102424.896033024,0.1011581771986447,0.2610016593976874,0.0977936744176345,0.0956945711374867,-0.0020991032801478,0.1745269682760579,0.1688844613012751,-0.0056425069747827,0.0312484996879374,0.030140935981353,-0.0011075637065844,0.1090233435221313,0.1145531603907037,0.0055298168685723,0.0432396605160585,0.0413159270461632,-0.0019237334698952,0.1619603544203661,0.1537013032043843,-0.0082590512159818,0.1353834930998901,0.1347947039650837,-0.0005887891348063,0.0608419884669471,0.0629831004849148,0.0021411120179676,0.007303519131979,0.0073935378558736,9.001872389456655e-05,0.1320314625442013,0.1437112252681759,0.0116797627239745,0.0466470359168066,0.0468270733645959,0.0001800374477892,0.0116797627239745,SP,0.0116797627239745,SP,Health,22.0,7.0,15.0
32221,Are you in favor of the introduction of a tax on foods containing sugar (sugar tax)?,0.2154031013580142,0.7845968986419858,0.9805969650702546,0.9237556102143546,133.0,0.3589946708915454,0.0,1529.2874176998032,1639.4524735964424,2507194.0397878583,0.1748120735096573,0.319237197822898,0.0977936744176345,0.0959953003558299,-0.0017983740618046,0.1745269682760579,0.1721284693882902,-0.0023984988877677,0.0312484996879374,0.0309611065768369,-0.0002873931111004,0.1090233435221313,0.1123373661721754,0.0033140226500441,0.0432396605160585,0.0416413280629081,-0.0015983324531503,0.1619603544203661,0.1621463931164151,0.0001860386960489,0.1353834930998901,0.1391502765908542,0.0037667834909641,0.0608419884669471,0.0611800587855739,0.0003380703186267,0.007303519131979,0.0073795349432678,7.601581128874324e-05,0.1320314625442013,0.1314066659198367,-0.0006247966243646,0.0466470359168066,0.0456735000880209,-0.0009735358287856,0.0037667834909641,Green,0.0037667834909641,Green,Health,27.0,37.0,-10.0
32222,"Should insured persons contribute more to health care costs (e.g., increase the minimum deductible)?",0.3071739581523235,0.6928260418476765,0.9668737496584798,0.8888198841898008,43.0,0.0269816121753324,0.0,1354.0232536577407,1469.619601592722,1989899.1145877696,0.1520781579837219,0.368609842169259,0.0977936744176345,0.0957952587471746,-0.0019984156704599,0.1745269682760579,0.171835075028928,-0.0026918932471298,0.0312484996879374,0.0310204522540713,-0.000228047433866,0.1090233435221313,0.1082805223486607,-0.0007428211734705,0.0432396605160585,0.0440478286150229,0.0008081680989644,0.1619603544203661,0.1747236758578895,0.0127633214375234,0.1353834930998901,0.1334550919924615,-0.0019284011074285,0.0608419884669471,0.0576319874534028,-0.0032100010135443,0.007303519131979,0.0070314625442088,-0.0002720565877702,0.1320314625442013,0.1291968729495679,-0.0028345895946333,0.0466470359168066,0.0469817722086224,0.0003347362918158,0.0127633214375234,GLP,0.0127633214375234,GLP,Health,3.0,4.0,-1.0
32223,Should the Federal Council's ability to restrict private and economic life in the event of a pandemic be more limited?,0.2560961658354573,0.7439038341645426,0.9706306284053275,0.9068317012538694,83.0,0.0234288732056267,0.0,1210.1253083109048,1562.2494828948809,1890517.637146719,0.1537057342573814,0.4277709941855809,0.0977936744176345,0.0957685865326868,-0.0020250878849476,0.1745269682760579,0.1802834989677719,0.0057565306917139,0.0312484996879374,0.0302722966377031,-0.0009762030502342,0.1090233435221313,0.1094714367255179,0.0004480932033865,0.0432396605160585,0.0400476632472929,-0.0031919972687655,0.1619603544203661,0.1614669184523542,-0.0004934359680119,0.1353834930998901,0.1357662393777796,0.0003827462778895,0.0608419884669471,0.0616408212908418,0.0007988328238946,0.007303519131979,0.0078749713273689,0.0005714521953898,0.1320314625442013,0.1332477155248216,0.0012162529806203,0.0466470359168066,0.0441598519158681,-0.0024871840009385,0.0057565306917139,Centre,0.0057565306917139,Centre,Health,16.0,23.0,-7.0
32224,Should the federal government be given the authority to determine the hospital offering (national hospital planning with regard to locations and range of services)?,0.1887607299507957,0.8112392700492043,0.9877761547293564,0.9427409881300914,223.0,0.412117720485861,0.0,1142.1031177388318,1434.5342083470412,1638385.991856163,0.1194798936436926,0.3327828457484249,0.0977936744176345,0.0960206389595923,-0.0017730354580421,0.1745269682760579,0.1688697915833077,-0.0056571766927502,0.0312484996879374,0.0311864867892545,-6.20128986829234e-05,0.1090233435221313,0.1124747280767837,0.0034513845546524,0.0432396605160585,0.0404010700892494,-0.002838590426809,0.1619603544203661,0.1655197614436936,0.0035594070233274,0.1353834930998901,0.1363023508889756,0.0009188577890855,0.0608419884669471,0.0621369244803054,0.0012949360133583,0.007303519131979,0.0075062279620824,0.0002027088301033,0.1320314625442013,0.133511770448245,0.0014803079040437,0.0466470359168066,0.0460702492785192,-0.0005767866382874,0.0056571766927502,Centre,0.0035594070233274,GLP,Health,39.0,24.0,15.0
32225,"According to the Swiss integrated schooling concept, children with learning difficulties or disabilities should be taught in regular classes. Do you approve of this concept?",0.1995680266475207,0.8004319733524793,0.9876862694569244,0.941988699698703,208.0,0.3693408228911614,0.0,1351.8066330750146,1413.2331643051884,1910417.9655893457,0.1723938393945667,0.3834289859468249,0.0977936744176345,0.0972855687316517,-0.0005081056859827,0.1745269682760579,0.1763193410896031,0.0017923728135451,0.0312484996879374,0.0309664410197343,-0.000282058668203,0.1090233435221313,0.1099515365862879,0.0009281930641566,0.0432396605160585,0.0428689167346854,-0.000370743781373,0.1619603544203661,0.1630479139660851,0.0010875595457189,0.1353834930998901,0.1350540912509726,-0.0003294018489174,0.0608419884669471,0.061008689807493,0.0001667013405458,0.007303519131979,0.0070307957388466,-0.0002727233931324,0.1320314625442013,0.129193538922757,-0.0028379236214442,0.0466470359168066,0.0472731661518956,0.000626130235089,0.0028379236214442,SP,0.0017923728135451,Centre,Education,32.0,48.0,-16.0
32226,Should the federal government raise the requirements for the gymnasiale matura?,0.2125519392396612,0.7874480607603388,0.9865818027185542,0.939329899251845,188.0,0.3836718037351769,0.0,1386.8676432740406,1465.2213720396444,2032068.1111153776,0.1121856903091526,0.3658884000750623,0.0977936744176345,0.0954865278644845,-0.0023071465531499,0.1745269682760579,0.1754945028565837,0.0009675345805257,0.0312484996879374,0.0310004480932056,-0.0002480515947317,0.1090233435221313,0.1129801665413178,0.0039568230191864,0.0432396605160585,0.0431056326382598,-0.0001340278777986,0.1619603544203661,0.1605780669045644,-0.0013822875158016,0.1353834930998901,0.1352848059062868,-9.86871936032585e-05,0.0608419884669471,0.0607546369645016,-8.735150244552209e-05,0.007303519131979,0.0078002891268046,0.0004967699948255,0.1320314625442013,0.1302437573681926,-0.0017877051760087,0.0466470359168066,0.0472711657358091,0.0006241298190025,0.0017877051760087,SP,0.0009675345805257,Centre,Education,28.0,59.0,-31.0
32227,"Should the state be more committed to equal educational opportunities (e.g., through subsidized remedial courses for students from low-income families)?",0.170082217265605,0.829917782734395,0.98532765748402,0.9405067106018722,216.33333333333331,0.0124585913870084,0.0,901.007634247124,1083.0953420834703,975877.171834707,0.2420135770408149,0.4135867596034268,0.0977936744176345,0.0973342455230908,-0.0004594288945437,0.1745269682760579,0.1732026928267639,-0.001324275449294,0.0312484996879374,0.0315819023690285,0.000333402681091,0.1090233435221313,0.1076650609993676,-0.0013582825227636,0.0432396605160585,0.041680669579277,-0.0015589909367814,0.1619603544203661,0.1634833378675919,0.0015229834472257,0.1353834930998901,0.1357789086796637,0.0003954155797736,0.0608419884669471,0.0592903323891502,-0.0015516560777968,0.007303519131979,0.0073668656413863,6.334650940728256e-05,0.1320314625442013,0.1325469030891687,0.0005154405449673,0.0466470359168066,0.0500690810355251,0.0034220451187185,0.0034220451187185,SVP,0.0034220451187185,SVP,Education,47.0,41.0,6.0
32228,"Should the conditions for naturalization be relaxed (e.g., shorter residence period)?",0.2767905629302361,0.7232094370697639,0.9566452731489786,0.8796150876282133,31.33333333333333,0.0229007633587786,0.0,1615.0417084387864,1965.513484437688,3174386.2558657154,0.2729880450820805,0.4770661149142134,0.0977936744176345,0.0853324158091756,-0.0124612586084589,0.1745269682760579,0.1904449458820642,0.0159179776060063,0.0312484996879374,0.0328314956177577,0.0015829959298202,0.1090233435221313,0.1201649943188257,0.0111416507966943,0.0432396605160585,0.0440564970847318,0.0008168365686733,0.1619603544203661,0.1504146195741879,-0.0115457348461781,0.1353834930998901,0.1289568230191844,-0.0064266700807056,0.0608419884669471,0.0674440283579141,0.0066020398909669,0.007303519131979,0.0064326713289694,-0.0008708478030096,0.1320314625442013,0.1253747446135415,-0.0066567179306598,0.0466470359168066,0.0485467643936632,0.0018997284768566,0.0159179776060063,Centre,0.0159179776060063,Centre,Immigration & integration,11.0,2.0,9.0
