question_id,question_text,clone_type,alpha,base_jaccard_mean,base_spearman_mean,base_kendall_mean,crw_jaccard_mean,crw_jaccard_median,crw_jaccard_p10,crw_spearman_mean,crw_kendall_mean
32251,Would you be in favor of the introduction of increasing electricity tariffs when consumption is higher (progressive electricity tariffs)?,negation_hard,0.01,0.802558962421729,0.9865787616070718,0.9374035317150643,0.802558962421729,0.8,0.5319148936170213,0.9865787616070718,0.9374035317150643
32251,Would you be in favor of the introduction of increasing electricity tariffs when consumption is higher (progressive electricity tariffs)?,negation_hard,0.1,0.802558962421729,0.9865787616070718,0.9374035317150643,0.802558962421729,0.8,0.5319148936170213,0.9865787616070718,0.9374035317150643
32251,Would you be in favor of the introduction of increasing electricity tariffs when consumption is higher (progressive electricity tariffs)?,negation_hard,0.2,0.802558962421729,0.9865787616070718,0.9374035317150643,0.8031491470406605,0.8,0.5319148936170213,0.987260837760919,0.9387979619024296
32251,Would you be in favor of the introduction of increasing electricity tariffs when consumption is higher (progressive electricity tariffs)?,negation_hard,0.3,0.802558962421729,0.9865787616070718,0.9374035317150643,0.8196976303037761,0.8461538461538461,0.5652173913043478,0.9907754489184111,0.9480950385288223
32251,Would you be in favor of the introduction of increasing electricity tariffs when consumption is higher (progressive electricity tariffs)?,negation_hard,0.4,0.802558962421729,0.9865787616070718,0.9374035317150643,0.8256033011177776,0.8461538461538461,0.6,0.9918235111362299,0.9511225277944109
32251,Would you be in favor of the introduction of increasing electricity tariffs when consumption is higher (progressive electricity tariffs)?,negation_hard,0.5,0.802558962421729,0.9865787616070718,0.9374035317150643,0.8196922943854897,0.8461538461538461,0.5652173913043478,0.9908696757493355,0.9480153863359321
32251,Would you be in favor of the introduction of increasing electricity tariffs when consumption is higher (progressive electricity tariffs)?,negation_hard,0.6,0.802558962421729,0.9865787616070718,0.9374035317150643,0.8164968324176118,0.8461538461538461,0.5652173913043478,0.9905380076716273,0.9467281300328894
32251,Would you be in favor of the introduction of increasing electricity tariffs when consumption is higher (progressive electricity tariffs)?,negation_hard,0.7,0.802558962421729,0.9865787616070718,0.9374035317150643,0.8141656782184946,0.8461538461538461,0.5652173913043478,0.9899979353585564,0.9453315809489625
32251,Would you be in favor of the introduction of increasing electricity tariffs when consumption is higher (progressive electricity tariffs)?,negation_hard,0.8,0.802558962421729,0.9865787616070718,0.9374035317150643,0.8125329752219441,0.8461538461538461,0.5652173913043478,0.9895867100581128,0.9443003436838606
32251,Would you be in favor of the introduction of increasing electricity tariffs when consumption is higher (progressive electricity tariffs)?,negation_hard,0.9,0.802558962421729,0.9865787616070718,0.9374035317150643,0.8112630697932826,0.8461538461538461,0.5652173913043478,0.9892631210785008,0.9435029924597109
32251,Would you be in favor of the introduction of increasing electricity tariffs when consumption is higher (progressive electricity tariffs)?,negation_hard,1.0,0.802558962421729,0.9865787616070718,0.9374035317150643,0.8103317275283032,0.8,0.5652173913043478,0.9890024453054913,0.9428711528999086
32251,Would you be in favor of the introduction of increasing electricity tariffs when consumption is higher (progressive electricity tariffs)?,negation_hard,1.1,0.802558962421729,0.9865787616070718,0.9374035317150643,0.8095164233375486,0.8,0.5652173913043478,0.9887874673281372,0.9423535916051133
32251,Would you be in favor of the introduction of increasing electricity tariffs when consumption is higher (progressive electricity tariffs)?,negation_hard,1.2,0.802558962421729,0.9865787616070718,0.9374035317150643,0.8089956074308509,0.8,0.5652173913043478,0.9886077118587814,0.9419317171483256
32251,Would you be in favor of the introduction of increasing electricity tariffs when consumption is higher (progressive electricity tariffs)?,negation_hard,1.3,0.802558962421729,0.9865787616070718,0.9374035317150643,0.8083451435737695,0.8,0.5652173913043478,0.988454805838693,0.9415732842319235
32251,Would you be in favor of the introduction of increasing electricity tariffs when consumption is higher (progressive electricity tariffs)?,negation_hard,1.4,0.802558962421729,0.9865787616070718,0.9374035317150643,0.8078116618850375,0.8,0.5652173913043478,0.9883231209667758,0.9412660177249438
32251,Would you be in favor of the introduction of increasing electricity tariffs when consumption is higher (progressive electricity tariffs)?,negation_hard,1.5,0.802558962421729,0.9865787616070718,0.9374035317150643,0.8074743750131904,0.8,0.5319148936170213,0.9882087834897985,0.9410017174441363
32251,Would you be in favor of the introduction of increasing electricity tariffs when consumption is higher (progressive electricity tariffs)?,negation_hard,1.8,0.802558962421729,0.9865787616070718,0.9374035317150643,0.8064568769007884,0.8,0.5319148936170213,0.9879410994204666,0.9403864626092684
32251,Would you be in favor of the introduction of increasing electricity tariffs when consumption is higher (progressive electricity tariffs)?,negation_hard,2.1,0.802558962421729,0.9865787616070718,0.9374035317150643,0.8059097465959454,0.8,0.5319148936170213,0.9877484479246706,0.9399472284141012
32251,Would you be in favor of the introduction of increasing electricity tariffs when consumption is higher (progressive electricity tariffs)?,negation_hard,2.4,0.802558962421729,0.9865787616070718,0.9374035317150643,0.8053720574175045,0.8,0.5319148936170213,0.9876031292232322,0.9396192899802212
32251,Would you be in favor of the introduction of increasing electricity tariffs when consumption is higher (progressive electricity tariffs)?,negation_hard,2.7,0.802558962421729,0.9865787616070718,0.9374035317150643,0.805007849416838,0.8,0.5319148936170213,0.9874900711939433,0.9393651987632623
32251,Would you be in favor of the introduction of increasing electricity tariffs when consumption is higher (progressive electricity tariffs)?,negation_hard,3.0,0.802558962421729,0.9865787616070718,0.9374035317150643,0.8047092818628995,0.8,0.5319148936170213,0.9873994958835802,0.9391659298987464
