q_mini_id,q_mini_text,q_maxi_id,q_maxi_text,d_xy,interval_start,interval_end,metric
32273,Should Switzerland return to a strict interpretation of neutrality (renounce economic sanctions to a large extent)? [BePart question],32266,"Should the Federal Council be allowed to authorize other states to re-export Swiss weapons in cases of a war of aggression in violation of international law (e.g., the attack on Ukraine)? [BePart question]",0.2613696146646941,0.2428064129040641,0.5190283844155736,E5-INSTRUCT
32272,Should Switzerland terminate the Bilateral Agreements with the EU and seek a free trade agreement without the free movement of persons?,32229,Should more qualified workers from non-EU/EFTA countries be allowed to work in Switzerland (increase third-country quota)?,0.2624699075797999,0.2186881386615926,0.4977286724769225,E5-INSTRUCT
32219,Should the federal government provide more financial support for public housing construction? [BePart question],32243,"Should housing construction regulations be relaxed (e.g., noise protection, occupancy rates)?",0.2782824038739193,0.3340989301210529,0.494711926375918,E5-INSTRUCT
32219,Should the federal government provide more financial support for public housing construction? [BePart question],32243,"Should housing construction regulations be relaxed (e.g., noise protection, occupancy rates)?",0.2782824038739193,0.4966460030159374,0.5074519124291873,E5-INSTRUCT
32231,Should foreign nationals who have lived in Switzerland for at least ten years be granted the right to vote and stand for election at the municipal level?,32229,Should more qualified workers from non-EU/EFTA countries be allowed to work in Switzerland (increase third-country quota)?,0.2817027368717946,0.2624699075797999,0.5164333134425745,E5-INSTRUCT
32240,"Are you in favor of introducing a minimum wage of CHF 4,000 for all full-time employees?",32229,Should more qualified workers from non-EU/EFTA countries be allowed to work in Switzerland (increase third-country quota)?,0.2855593823408636,0.2624699075797999,0.5006995076373075,E5-INSTRUCT
32215,Should the federal government allocate more funding for health insurance premium subsidies?,32224,Should the federal government be given the authority to determine the hospital offering (national hospital planning with regard to locations and range of services)?,0.2878450065090878,0.1799573116545819,0.5021102006405977,E5-INSTRUCT
32272,Should Switzerland terminate the Bilateral Agreements with the EU and seek a free trade agreement without the free movement of persons?,32271,Should Swiss companies be obliged to ensure that their subsidiaries and suppliers operating abroad comply with social and environmental standards?,0.2916194105467004,0.2186881386615926,0.4977286724769225,E5-INSTRUCT
32236,Do you support tax cuts at the federal level over the next four years?,32263,Should it be possible to hold a referendum on federal spending above a certain amount (optional financial referendum)?,0.2991078382862197,0.3092856075723402,0.5042268191727158,E5-INSTRUCT
32268,Should Switzerland terminate the Schengen agreement with the EU and reintroduce more security checks directly on the border? [BePart question],32266,"Should the Federal Council be allowed to authorize other states to re-export Swiss weapons in cases of a war of aggression in violation of international law (e.g., the attack on Ukraine)? [BePart question]",0.3001009691715321,0.2282105063524809,0.5190283844155736,E5-INSTRUCT
32268,Should Switzerland terminate the Schengen agreement with the EU and reintroduce more security checks directly on the border? [BePart question],32229,Should more qualified workers from non-EU/EFTA countries be allowed to work in Switzerland (increase third-country quota)?,0.3028282758227117,0.2817027368717946,0.5102741146192663,E5-INSTRUCT
32268,Should Switzerland terminate the Schengen agreement with the EU and reintroduce more security checks directly on the border? [BePart question],32229,Should more qualified workers from non-EU/EFTA countries be allowed to work in Switzerland (increase third-country quota)?,0.3028282758227117,0.2282105063524809,0.2624699075797999,E5-INSTRUCT
32272,Should Switzerland terminate the Bilateral Agreements with the EU and seek a free trade agreement without the free movement of persons?,32266,"Should the Federal Council be allowed to authorize other states to re-export Swiss weapons in cases of a war of aggression in violation of international law (e.g., the attack on Ukraine)? [BePart question]",0.3030596554513122,0.2186881386615926,0.5190283844155736,E5-INSTRUCT
32253,Should direct payments only be granted to farmers with proof of ecological performance?,32283,"Should the federal government spend more or less in the area of ""Agriculture""?",0.3083895236871825,0.3069200154091692,0.5137036679948398,E5-INSTRUCT
32215,Should the federal government allocate more funding for health insurance premium subsidies?,32281,"Should the federal government spend more or less in the area of ""Social services""?",0.3121656536595706,0.1799573116545819,0.5021102006405977,E5-INSTRUCT
32245,Should busy sections of highways be widened?,32285,"Should the federal government spend more or less in the area of ""Road traffic (motorised individual transport)""?",0.3125362375229705,0.2221534808119495,0.5207438837169275,E5-INSTRUCT
32253,Should direct payments only be granted to farmers with proof of ecological performance?,32248,Do you think it's fair that environmental and landscape protection rules are being relaxed to allow for the development of renewable energy?,0.3146187482355955,0.4995279467977322,0.5137036679948398,E5-INSTRUCT
32253,Should direct payments only be granted to farmers with proof of ecological performance?,32248,Do you think it's fair that environmental and landscape protection rules are being relaxed to allow for the development of renewable energy?,0.3146187482355955,0.2630719176183891,0.4971715078413369,E5-INSTRUCT
32270,Should Switzerland strive for a comprehensive free trade agreement (including agriculture) with the USA?,32271,Should Swiss companies be obliged to ensure that their subsidiaries and suppliers operating abroad comply with social and environmental standards?,0.3156070741907346,0.2186881386615926,0.4987304783110191,E5-INSTRUCT
32223,Should the Federal Council's ability to restrict private and economic life in the event of a pandemic be more limited?,32220,Should compulsory vaccination of children be introduced based on the Swiss vaccination plan?,0.3163173220903252,0.3351633778060898,0.5104882975030007,E5-INSTRUCT
32246,Should Switzerland ban the registration of new passenger cars with internal combustion engines starting in 2035?,32271,Should Swiss companies be obliged to ensure that their subsidiaries and suppliers operating abroad comply with social and environmental standards?,0.3167295334969904,0.2837813164322667,0.4943446767118167,E5-INSTRUCT
32246,Should Switzerland ban the registration of new passenger cars with internal combustion engines starting in 2035?,32271,Should Swiss companies be obliged to ensure that their subsidiaries and suppliers operating abroad comply with social and environmental standards?,0.3167295334969904,0.494788427509614,0.5070452248832488,E5-INSTRUCT
32227,"Should the state be more committed to equal educational opportunities (e.g., through subsidized remedial courses for students from low-income families)?",32226,Should the federal government raise the requirements for the gymnasiale matura?,0.3179614616889675,0.3229016126179527,0.3230411330684914,E5-INSTRUCT
32227,"Should the state be more committed to equal educational opportunities (e.g., through subsidized remedial courses for students from low-income families)?",32226,Should the federal government raise the requirements for the gymnasiale matura?,0.3179614616889675,0.327708388561156,0.3355131796281982,E5-INSTRUCT
32227,"Should the state be more committed to equal educational opportunities (e.g., through subsidized remedial courses for students from low-income families)?",32226,Should the federal government raise the requirements for the gymnasiale matura?,0.3179614616889675,0.3612733541681212,0.539127954019882,E5-INSTRUCT
32238,Would you support the introduction of a national inheritance tax on all inheritances over one million Swiss francs? [BePart question],32216,"For married couples, the pension is currently limited to 150% of the maximum individual AHV pension (capping). Should this limit be eliminated?",0.318562635817264,0.4979086291357426,0.5019519375441936,E5-INSTRUCT
32238,Would you support the introduction of a national inheritance tax on all inheritances over one million Swiss francs? [BePart question],32216,"For married couples, the pension is currently limited to 150% of the maximum individual AHV pension (capping). Should this limit be eliminated?",0.318562635817264,0.2320836274597751,0.4907267859745384,E5-INSTRUCT
32270,Should Switzerland strive for a comprehensive free trade agreement (including agriculture) with the USA?,32229,Should more qualified workers from non-EU/EFTA countries be allowed to work in Switzerland (increase third-country quota)?,0.3191539000571541,0.2817027368717946,0.4987304783110191,E5-INSTRUCT
32270,Should Switzerland strive for a comprehensive free trade agreement (including agriculture) with the USA?,32229,Should more qualified workers from non-EU/EFTA countries be allowed to work in Switzerland (increase third-country quota)?,0.3191539000571541,0.2186881386615926,0.2624699075797999,E5-INSTRUCT
32253,Should direct payments only be granted to farmers with proof of ecological performance?,32280,"What is your position the following statement: ""Stronger environmental protection is necessary, even if its application limits economic growth.""",0.3206974600548313,0.2630719176183891,0.5137036679948398,E5-INSTRUCT
32273,Should Switzerland return to a strict interpretation of neutrality (renounce economic sanctions to a large extent)? [BePart question],32265,Should the Swiss Armed Forces expand their cooperation with NATO?,0.3221405711438785,0.2428064129040641,0.539127954019882,E5-INSTRUCT
32227,"Should the state be more committed to equal educational opportunities (e.g., through subsidized remedial courses for students from low-income families)?",32225,"According to the Swiss integrated schooling concept, children with learning difficulties or disabilities should be taught in regular classes. Do you approve of this concept?",0.3229016126179527,0.3355131796281982,0.539127954019882,E5-INSTRUCT
32227,"Should the state be more committed to equal educational opportunities (e.g., through subsidized remedial courses for students from low-income families)?",32225,"According to the Swiss integrated schooling concept, children with learning difficulties or disabilities should be taught in regular classes. Do you approve of this concept?",0.3229016126179527,0.3179614616889675,0.3230411330684914,E5-INSTRUCT
