q_mini_id,q_mini_text,q_maxi_id,q_maxi_text,d_xy,n_merged_intervals,total_interval_measure,covered_measure_0.1,coverage_0.1,eff_usable_measure_0.1,eff_usable_frac_0.1,covered_measure_0.2,coverage_0.2,eff_usable_measure_0.2,eff_usable_frac_0.2,covered_measure_0.3,coverage_0.3,eff_usable_measure_0.3,eff_usable_frac_0.3,covered_measure_0.4,coverage_0.4,eff_usable_measure_0.4,eff_usable_frac_0.4,covered_measure_0.5,coverage_0.5,eff_usable_measure_0.5,eff_usable_frac_0.5,covered_measure_0.6,coverage_0.6,eff_usable_measure_0.6,eff_usable_frac_0.6,covered_measure_0.7,coverage_0.7,eff_usable_measure_0.7,eff_usable_frac_0.7,covered_measure_0.8,coverage_0.8,eff_usable_measure_0.8,eff_usable_frac_0.8,covered_measure_0.9,coverage_0.9,eff_usable_measure_0.9,eff_usable_frac_0.9,covered_measure_1.0,coverage_1.0,eff_usable_measure_1.0,eff_usable_frac_1.0,covered_measure_1.1,coverage_1.1,eff_usable_measure_1.1,eff_usable_frac_1.1,covered_measure_1.2,coverage_1.2,eff_usable_measure_1.2,eff_usable_frac_1.2,covered_measure_1.3,coverage_1.3,eff_usable_measure_1.3,eff_usable_frac_1.3,covered_measure_1.4,coverage_1.4,eff_usable_measure_1.4,eff_usable_frac_1.4,covered_measure_1.5,coverage_1.5,eff_usable_measure_1.5,eff_usable_frac_1.5,covered_measure_1.6,coverage_1.6,eff_usable_measure_1.6,eff_usable_frac_1.6,covered_measure_1.7,coverage_1.7,eff_usable_measure_1.7,eff_usable_frac_1.7,covered_measure_1.8,coverage_1.8,eff_usable_measure_1.8,eff_usable_frac_1.8,covered_measure_1.9,coverage_1.9,eff_usable_measure_1.9,eff_usable_frac_1.9,covered_measure_2.0,coverage_2.0,eff_usable_measure_2.0,eff_usable_frac_2.0,covered_measure_2.1,coverage_2.1,eff_usable_measure_2.1,eff_usable_frac_2.1,covered_measure_2.2,coverage_2.2,eff_usable_measure_2.2,eff_usable_frac_2.2,covered_measure_2.3,coverage_2.3,eff_usable_measure_2.3,eff_usable_frac_2.3,covered_measure_2.4,coverage_2.4,eff_usable_measure_2.4,eff_usable_frac_2.4,covered_measure_2.5,coverage_2.5,eff_usable_measure_2.5,eff_usable_frac_2.5,covered_measure_2.6,coverage_2.6,eff_usable_measure_2.6,eff_usable_frac_2.6,covered_measure_2.7,coverage_2.7,eff_usable_measure_2.7,eff_usable_frac_2.7,covered_measure_2.8,coverage_2.8,eff_usable_measure_2.8,eff_usable_frac_2.8,covered_measure_2.9,coverage_2.9,eff_usable_measure_2.9,eff_usable_frac_2.9,covered_measure_3.0,coverage_3.0,eff_usable_measure_3.0,eff_usable_frac_3.0,metric
32264,"Are you in favor of expanding the army's target number of soldiers to at least 120,000?",32287,"Should the federal government spend more or less in the area of ""National defence""?",0.6834182784170582,2,0.4722768804996027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0165817215829418,1.0,0.0,0.0,0.11658172158294189,1.0,0.0,0.0,0.21658172158294187,1.0,0.0,0.0,0.31658172158294184,1.0,0.0246066326697556,0.02236966606341418,0.39197508891318633,0.940932039513749,0.12460663266975547,0.10383886055812956,0.39197508891318633,0.7587862143323072,0.22460663266975556,0.17277433282288887,0.39197508891318633,0.6357228493684082,0.3246066326697554,0.23186188047839676,0.39197508891318633,0.5470068201674282,0.4246066326697555,0.2830710884465037,0.39197508891318633,0.4800194255552812,0.4722768804996027,0.29517305031225166,0.44430484108333923,0.4847411099536463,0.4722768804996027,0.27780992970564866,0.5443048410833391,0.5354265471503757,0.4722768804996027,0.2623760447220015,0.6443048410833392,0.5770333049782769,0.4722768804996027,0.24856677921031722,0.744304841083339,0.6118001182155648,0.4722768804996027,0.23613844024980135,0.8443048410833391,0.6412855558014442,0.4722768804996027,0.2248937526188584,0.9443048410833392,0.6666080937625944,0.4722768804996027,0.2146713093180012,1.0443048410833393,0.6885912089150985,0.4722768804996027,0.20533777413026205,1.144304841083339,0.7078546205278422,0.4722768804996027,0.19678203354150114,1.244304841083339,0.7248736401177023,0.4722768804996027,0.18891075219984108,1.3443048410833391,0.740018918560918,0.4722768804996027,0.18164495403830871,1.4443048410833392,0.753583750079,0.4722768804996027,0.174917363148001,1.5443048410833395,0.7658032523825106,0.4722768804996027,0.16867031446414382,1.6443048410833392,0.7768681097054935,0.4722768804996027,0.16285409672400095,1.7443048410833388,0.7869345957782542,0.4722768804996027,0.1574256268332009,1.8443048410833394,0.7961320008271102,ANSWER-CORRELATION-ARCCOS
32245,Should busy sections of highways be widened?,32285,"Should the federal government spend more or less in the area of ""Road traffic (motorised individual transport)""?",0.7428621424607029,1,0.5484868434962902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05713785753929712,1.0,0.0,0.0,0.1571378575392971,1.0,0.0,0.0,0.2571378575392971,1.0,0.07963171461597818,0.07239246783270743,0.277506142923319,0.7770280777158551,0.17963171461597804,0.14969309551331506,0.277506142923319,0.6070513267422042,0.27963171461597813,0.2151013189353678,0.277506142923319,0.49809241854247066,0.379631714615978,0.2711655104399843,0.277506142923319,0.42229516948310053,0.4796317146159781,0.3197544764106521,0.277506142923319,0.3665199674801835,0.5484868434962902,0.34280427718518136,0.308651014043007,0.36009495010416837,0.5484868434962902,0.32263931970370013,0.40865101404300685,0.4269510508064184,0.5484868434962902,0.3047149130534945,0.5086510140430069,0.48115864020516247,0.5484868434962902,0.28867728605067905,0.6086510140430068,0.5259969761401888,0.5484868434962902,0.2742434217481451,0.7086510140430069,0.5637019120799606,0.5484868434962902,0.2611842111887096,0.808651014043007,0.5958503106745674,0.5484868434962902,0.2493122015892228,0.9086510140430071,0.6235861688320056,0.5484868434962902,0.23847254065056098,1.0086510140430067,0.6477596117513647,0.5484868434962902,0.22853618479012092,1.1086510140430068,0.6690155613783728,0.5484868434962902,0.21939473739851606,1.208651014043007,0.6878521277411931,0.5484868434962902,0.21095647826780392,1.308651014043007,0.7046601353423306,0.5484868434962902,0.20314327536899635,1.408651014043007,0.719750531939584,0.5484868434962902,0.19588815839153223,1.5086510140430067,0.7333738030797906,0.5484868434962902,0.1891333943090656,1.6086510140430068,0.7457339865510666,0.5484868434962902,0.18282894783209672,1.708651014043007,0.7569989614660739,ANSWER-CORRELATION-ARCCOS
32219,Should the federal government provide more financial support for public housing construction? [BePart question],32281,"Should the federal government spend more or less in the area of ""Social services""?",0.9213884789593504,7,0.580363176757618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06164511456260502,0.06164511456260502,0.016966406478044593,0.21582595341554772,0.1616451145626051,0.1469501041478228,0.016966406478044593,0.09499054920529598,0.261645114562605,0.2180375954688375,0.016966406478044593,0.060896284599692437,0.36164511456260506,0.27818854966354234,0.016966406478044593,0.0448121769549189,0.46164511456260493,0.3297465104018607,0.016966406478044593,0.035449222871096746,0.5168905633940378,0.34459370892935853,0.061720957646611785,0.10667080658125308,0.580363176757618,0.3627269854735112,0.09824834428303175,0.14477847964085264,0.580363176757618,0.3413901039750694,0.19824834428303162,0.2546177893926662,0.580363176757618,0.32242398708756553,0.2982483442830317,0.33945416960817776,0.580363176757618,0.30545430355664105,0.3982483442830316,0.4069524379393538,0.580363176757618,0.290181588378809,0.4982483442830318,0.4619349363173122,0.580363176757618,0.2763634175036276,0.5982483442830319,0.5075873887222917,0.580363176757618,0.2638014439807354,0.698248344283032,0.5460988993081606,0.580363176757618,0.25233181598157306,0.7982483442830316,0.5790234102210833,0.580363176757618,0.24181799031567416,0.8982483442830317,0.6074944848602578,0.580363176757618,0.2321452707030472,0.9982483442830318,0.6323584561355337,0.580363176757618,0.22321660644523766,1.0982483442830318,0.6542599824420222,0.580363176757618,0.21494932472504366,1.1982483442830318,0.6736987420288086,0.580363176757618,0.20727256312772072,1.2982483442830315,0.691068020046993,0.580363176757618,0.20012523336469584,1.3982483442830316,0.706681594347345,0.580363176757618,0.19345439225253933,1.4982483442830317,0.7207928605788438,ANSWER-CORRELATION-ARCCOS
32215,Should the federal government allocate more funding for health insurance premium subsidies?,32281,"Should the federal government spend more or less in the area of ""Social services""?",0.9418177527610618,2,0.6422458516526989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07861152104064961,0.07861152104064961,0.0,0.0,0.1786115210406497,0.16237411003695426,0.0,0.0,0.27861152104064957,0.23217626753387466,0.0,0.0,0.37861152104064966,0.2912396315697305,0.0,0.0,0.4786115210406495,0.34186537217189256,0.0,0.0,0.572816938978142,0.38187795931876134,0.005794582062507603,0.010381165096472777,0.6422458516526989,0.40140365728293675,0.03636566938795083,0.0552516716160366,0.6422458516526989,0.37779167744276404,0.1363656693879507,0.17985869477233432,0.6422458516526989,0.35680325091816606,0.23636566938795078,0.27542596010162046,0.6422458516526989,0.33802413244878887,0.33636566938795065,0.3510456078237823,0.6422458516526989,0.32112292582634944,0.43636566938795074,0.41237288806019734,0.6422458516526989,0.3058313579298566,0.5363656693879508,0.46310990404716174,0.6422458516526989,0.2919299325694086,0.6363656693879509,0.5057817901853612,0.6422458516526989,0.27923732680552127,0.7363656693879506,0.5421700002962898,0.6422458516526989,0.26760243818862456,0.8363656693879506,0.5735673102395846,0.6422458516526989,0.2568983406610795,0.9363656693879507,0.6009346281843272,0.6422458516526989,0.247017635251038,1.0363656693879508,0.6250010643363342,0.6422458516526989,0.237868833945444,1.136365669387951,0.6463298507151392,0.6422458516526989,0.22937351844739248,1.2363656693879506,0.6653629756850056,0.6422458516526989,0.22146408677679272,1.3363656693879506,0.6824521421702414,0.6422458516526989,0.21408195055089962,1.4363656693879507,0.697880700950969,ANSWER-CORRELATION-ARCCOS
32238,Would you support the introduction of a national inheritance tax on all inheritances over one million Swiss francs? [BePart question],32276,"What is your position the following statement: ""It is necessary for the State to balance out differences in income and wealth through redistribution"".",1.003491717229642,4,0.6131727908287038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06164511456260502,0.06164511456260502,0.0,0.0,0.1616451145626051,0.1469501041478228,0.0,0.0,0.261645114562605,0.2180375954688375,0.0,0.0,0.36164511456260506,0.27818854966354234,0.0,0.0,0.46164511456260493,0.3297465104018607,0.0,0.0,0.5587518771655208,0.3725012514436805,0.0028932373970842473,0.00582716844307391,0.6131727908287038,0.38323299426793983,0.04847232373390131,0.08126010171859095,0.6131727908287038,0.36068987695806104,0.14847232373390118,0.21316663047186363,0.6131727908287038,0.340651550460391,0.24847232373390127,0.31195196472996195,0.6131727908287038,0.3227225214887915,0.34847232373390113,0.3886995027609387,0.6131727908287038,0.3065863954143519,0.4484723237339012,0.4500437492472405,0.6131727908287038,0.2919870432517637,0.5484723237339013,0.5001989792071347,0.6131727908287038,0.2787149049221381,0.6484723237339014,0.5419706098753021,0.6131727908287038,0.26659686557769735,0.748472323733901,0.577298528424807,0.6131727908287038,0.25548866284529326,0.8484723237339011,0.6075669827397824,0.6131727908287038,0.24526911633148152,0.9484723237339012,0.6337902266588699,0.6131727908287038,0.23583568878027067,1.0484723237339013,0.6567283959933665,0.6131727908287038,0.22710103364026066,1.1484723237339014,0.6769624029530071,0.6131727908287038,0.2189902824388228,1.248472323733901,0.6949438172412198,0.6131727908287038,0.2114388933892082,1.3484723237339011,0.7110289662242321,0.6131727908287038,0.2043909302762346,1.4484723237339012,0.725502787157987,ANSWER-CORRELATION-ARCCOS
32219,Should the federal government provide more financial support for public housing construction? [BePart question],32276,"What is your position the following statement: ""It is necessary for the State to balance out differences in income and wealth through redistribution"".",1.0104546742957656,3,0.530181941400595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016966406478044593,0.016966406478044593,0.0,0.0,0.11347468924840265,0.10315880840763876,0.0,0.0,0.21347468924840252,0.17789557437366876,0.0,0.0,0.3134746892484026,0.24113437634492507,0.0,0.0,0.41347468924840247,0.29533906374885893,0.0,0.0,0.46564863445131977,0.31043242296754653,0.047826054797082795,0.09769484516736571,0.530181941400595,0.3313637133753719,0.0832927478478076,0.14128302645485524,0.530181941400595,0.31187173023564413,0.18329274784780747,0.26581682307919374,0.530181941400595,0.2945455230003306,0.28329274784780756,0.35880492053464413,0.530181941400595,0.27904312705294476,0.3832927478478074,0.43088613561581324,0.530181941400595,0.2650909707002975,0.4832927478478075,0.4883987982095315,0.530181941400595,0.2524675911431405,0.5832927478478076,0.5353542749318783,0.530181941400595,0.240991791545725,0.6832927478478077,0.5744150584958037,0.530181941400595,0.23051388756547614,0.7832927478478073,0.6074177713916671,0.530181941400595,0.22090914225024794,0.8832927478478074,0.6356703387132382,0.530181941400595,0.212072776560238,0.9832927478478075,0.6601294575463299,0.530181941400595,0.20391613130792116,1.0832927478478076,0.6815110776208059,0.530181941400595,0.19636368200022036,1.1832927478478077,0.7003616475069048,0.530181941400595,0.18935069335735538,1.2832927478478073,0.717105473337367,0.530181941400595,0.18282135910365346,1.3832927478478074,0.7320770393969003,0.530181941400595,0.17672731380019835,1.4832927478478075,0.7455435815832796,ANSWER-CORRELATION-ARCCOS
32273,Should Switzerland return to a strict interpretation of neutrality (renounce economic sanctions to a large extent)? [BePart question],32266,"Should the Federal Council be allowed to authorize other states to re-export Swiss weapons in cases of a war of aggression in violation of international law (e.g., the attack on Ukraine)? [BePart question]",1.018242376699051,1,0.5707698390791669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001881428772005922,0.0001881428772005922,0.0,0.0,0.10018814287720068,0.09108012988836425,0.0,0.0,0.20018814287720055,0.16682345239766713,0.0,0.0,0.30018814287720064,0.23091395605938508,0.0,0.0,0.4001881428772005,0.2858486734837147,0.0,0.0,0.5001881428772006,0.33345876191813373,0.0,0.0,0.5707698390791669,0.3567311494244793,0.029418303798033785,0.05056797301788927,0.5707698390791669,0.33574696416421584,0.12941830379803365,0.18983037281110737,0.5707698390791669,0.3170943550439816,0.22941830379803374,0.2934647478451461,0.5707698390791669,0.3004051784627194,0.3294183037980336,0.37359280497606906,0.5707698390791669,0.28538491953958345,0.4294183037980337,0.43739747327268713,0.5707698390791669,0.2717951614662699,0.5294183037980338,0.4894056601908019,0.5707698390791669,0.25944083594507583,0.6294183037980339,0.5326120106083247,0.5707698390791669,0.2481607995996378,0.7294183037980335,0.5690766261405497,0.5707698390791669,0.2378207662829862,0.8294183037980336,0.6002632370622246,0.5707698390791669,0.22830793563166676,0.9294183037980337,0.6272404401251164,0.5707698390791669,0.21952686118429496,1.0294183037980338,0.6508066018672028,0.5707698390791669,0.21139623669598773,1.1294183037980339,0.6715702002178023,0.5707698390791669,0.20384637109970247,1.2294183037980335,0.6900031113773873,0.5707698390791669,0.1968171858893679,1.3294183037980336,0.7064769061309764,0.5707698390791669,0.19025661302638897,1.4294183037980337,0.7212881570336024,ANSWER-CORRELATION-ARCCOS
32240,"Are you in favor of introducing a minimum wage of CHF 4,000 for all full-time employees?",32281,"Should the federal government spend more or less in the area of ""Social services""?",1.020353142654923,4,0.6300634217163762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07861152104064961,0.07861152104064961,0.0,0.0,0.1786115210406497,0.16237411003695426,0.0,0.0,0.27861152104064957,0.23217626753387466,0.0,0.0,0.37861152104064966,0.2912396315697305,0.0,0.0,0.4786115210406495,0.34186537217189256,0.0,0.0,0.5785593174748384,0.3857062116498922,5.220356581125962e-05,0.00010883750203267215,0.6300634217163762,0.3937896385727351,0.04854809932427351,0.08375461491611558,0.6300634217163762,0.37062554218610366,0.14854809932427337,0.21856659487038735,0.6300634217163762,0.35003523428687566,0.24854809932427346,0.3187957432043677,0.6300634217163762,0.33161232721914535,0.34854809932427333,0.3962363946552944,0.6300634217163762,0.3150317108581881,0.4485480993242734,0.4578671344282933,0.6300634217163762,0.30003020081732196,0.5485480993242735,0.5080810411222698,0.6300634217163762,0.2863924644165346,0.6485480993242736,0.54978156834487,0.6300634217163762,0.2739406181375549,0.7485480993242732,0.5849645900567515,0.6300634217163762,0.2625264257151568,0.8485480993242733,0.615047317947128,0.6300634217163762,0.25202536868655045,0.9485480993242734,0.6410638421023301,0.6300634217163762,0.2423320852755293,1.0485480993242735,0.6637863991237734,0.6300634217163762,0.2333568228579171,1.1485480993242736,0.6838033210979353,0.6300634217163762,0.2250226506129915,1.2485480993242732,0.701570704418791,0.6300634217163762,0.21726324886771595,1.3485480993242733,0.7174475854624318,0.6300634217163762,0.2100211405721254,1.4485480993242734,0.7317204550648669,ANSWER-CORRELATION-ARCCOS
32246,Should Switzerland ban the registration of new passenger cars with internal combustion engines starting in 2035?,32280,"What is your position the following statement: ""Stronger environmental protection is necessary, even if its application limits economic growth.""",1.0231753003082202,1,0.5677676708418375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09744626797193279,0.0885875163381207,0.0,0.0,0.19744626797193265,0.1645385566432772,0.0,0.0,0.29744626797193274,0.22880482151687134,0.0,0.0,0.3974462679719326,0.2838901914085233,0.0,0.0,0.4974462679719327,0.3316308453146218,0.0,0.0,0.5677676708418375,0.35485479427614847,0.02967859713009524,0.05145167525931827,0.5677676708418375,0.33398098284813976,0.1296785971300951,0.19159849986141117,0.5677676708418375,0.31542648380102084,0.2296785971300952,0.2956633552218726,0.5677676708418375,0.2988250899167566,0.32967859713009506,0.37599145786607435,0.5677676708418375,0.2838838354209188,0.42967859713009515,0.4398727809254545,0.5677676708418375,0.27036555754373215,0.5296785971300952,0.49188934585332733,0.5677676708418375,0.25807621401901704,0.6296785971300953,0.5350657555836594,0.5677676708418375,0.2468555090616685,0.729678597130095,0.5714790740704159,0.5677676708418375,0.23656986285076564,0.8296785971300951,0.6026029292732978,0.5677676708418375,0.22710706833673502,0.9296785971300952,0.6295118149934271,0.5677676708418375,0.21837218109301443,1.0296785971300952,0.6530076535022348,0.5677676708418375,0.21028432253401388,1.1296785971300953,0.6737010716372102,0.5677676708418375,0.20277416815779914,1.229678597130095,0.6920652315016803,0.5677676708418375,0.1957819554627026,1.329678597130095,0.7084724520880723,0.5677676708418375,0.18925589028061252,1.4296785971300952,0.7232197156141392,ANSWER-CORRELATION-ARCCOS
32244,Are you in favor of stricter controls on equal pay for women and men?,32271,Should Swiss companies be obliged to ensure that their subsidiaries and suppliers operating abroad comply with social and environmental standards?,1.0292354269435342,2,0.5615523536554747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09744626797193279,0.0885875163381207,0.0,0.0,0.19744626797193265,0.1645385566432772,0.0,0.0,0.29744626797193274,0.22880482151687134,0.0,0.0,0.3974462679719326,0.2838901914085233,0.0,0.0,0.4973514723733672,0.33156764824891144,9.479559856551134e-05,0.00020136519184110545,0.5615523536554747,0.3509702210346717,0.03589391431645805,0.06288742506256964,0.5615523536554747,0.33032491391498514,0.13589391431645792,0.20259554510643216,0.5615523536554747,0.31197352980859705,0.235893914316458,0.3060518380872398,0.5615523536554747,0.2955538703449867,0.3358939143164579,0.3857459578740538,0.5615523536554747,0.28077617682773737,0.43589391431645796,0.4490212420340391,0.5615523536554747,0.2674058826930832,0.535893914316458,0.5004778153864062,0.5615523536554747,0.25525106984339757,0.6358939143164581,0.5431441375582082,0.5615523536554747,0.24415319724151077,0.7358939143164578,0.5790953965190205,0.5615523536554747,0.23398014735644782,0.8358939143164579,0.6098012238911467,0.5615523536554747,0.2246209414621899,0.935893914316458,0.6363315594225474,0.5615523536554747,0.2159816744828749,1.035893914316458,0.6594838794338022,0.5615523536554747,0.20798235320573136,1.1358939143164581,0.6798647353639267,0.5615523536554747,0.20055441201981242,1.2358939143164578,0.6979436640655268,0.5615523536554747,0.19363874263981887,1.3358939143164579,0.714089807748426,0.5615523536554747,0.18718411788515824,1.435893914316458,0.7285973849679696,ANSWER-CORRELATION-ARCCOS
