q_mini_id,q_mini_text,q_maxi_id,q_maxi_text,d_xy,interval_start,interval_end,metric
32264,"Are you in favor of expanding the army's target number of soldiers to at least 120,000?",32287,"Should the federal government spend more or less in the area of ""National defence""?",0.6834182784170582,1.0753933673302445,1.5155132638861937,ANSWER-CORRELATION-ARCCOS
32264,"Are you in favor of expanding the army's target number of soldiers to at least 120,000?",32287,"Should the federal government spend more or less in the area of ""National defence""?",0.6834182784170582,1.536887223656959,1.5690442076006126,ANSWER-CORRELATION-ARCCOS
32245,Should busy sections of highways be widened?,32285,"Should the federal government spend more or less in the area of ""Road traffic (motorised individual transport)""?",0.7428621424607029,1.020368285384022,1.568855128880312,ANSWER-CORRELATION-ARCCOS
32219,Should the federal government provide more financial support for public housing construction? [BePart question],32281,"Should the federal government spend more or less in the area of ""Social services""?",0.9213884789593504,1.5594394970799452,1.5603676491140808,ANSWER-CORRELATION-ARCCOS
32219,Should the federal government provide more financial support for public housing construction? [BePart question],32281,"Should the federal government spend more or less in the area of ""Social services""?",0.9213884789593504,1.5637576967640252,1.5694289126745569,ANSWER-CORRELATION-ARCCOS
32219,Should the federal government provide more financial support for public housing construction? [BePart question],32281,"Should the federal government spend more or less in the area of ""Social services""?",0.9213884789593504,1.5431185373797969,1.5592556910493216,ANSWER-CORRELATION-ARCCOS
32219,Should the federal government provide more financial support for public housing construction? [BePart question],32281,"Should the federal government spend more or less in the area of ""Social services""?",0.9213884789593504,1.493340642790864,1.5407360917493882,ANSWER-CORRELATION-ARCCOS
32219,Should the federal government provide more financial support for public housing construction? [BePart question],32281,"Should the federal government spend more or less in the area of ""Social services""?",0.9213884789593504,1.4898192060672315,1.4932884392250527,ANSWER-CORRELATION-ARCCOS
32219,Should the federal government provide more financial support for public housing construction? [BePart question],32281,"Should the federal government spend more or less in the area of ""Social services""?",0.9213884789593504,1.4447317878303974,1.4756271385628803,ANSWER-CORRELATION-ARCCOS
32219,Should the federal government provide more financial support for public housing construction? [BePart question],32281,"Should the federal government spend more or less in the area of ""Social services""?",0.9213884789593504,0.938354885437395,1.4142215077319926,ANSWER-CORRELATION-ARCCOS
32215,Should the federal government allocate more funding for health insurance premium subsidies?,32281,"Should the federal government spend more or less in the area of ""Social services""?",0.9418177527610618,1.4932884392250527,1.5694289126745569,ANSWER-CORRELATION-ARCCOS
32215,Should the federal government allocate more funding for health insurance premium subsidies?,32281,"Should the federal government spend more or less in the area of ""Social services""?",0.9418177527610618,0.9213884789593504,1.4874938571625451,ANSWER-CORRELATION-ARCCOS
32238,Would you support the introduction of a national inheritance tax on all inheritances over one million Swiss francs? [BePart question],32276,"What is your position the following statement: ""It is necessary for the State to balance out differences in income and wealth through redistribution"".",1.003491717229642,1.5327886534073518,1.5354813621812835,ANSWER-CORRELATION-ARCCOS
32238,Would you support the introduction of a national inheritance tax on all inheritances over one million Swiss francs? [BePart question],32276,"What is your position the following statement: ""It is necessary for the State to balance out differences in income and wealth through redistribution"".",1.003491717229642,1.5355562283659612,1.5628693175026311,ANSWER-CORRELATION-ARCCOS
32238,Would you support the introduction of a national inheritance tax on all inheritances over one million Swiss francs? [BePart question],32276,"What is your position the following statement: ""It is necessary for the State to balance out differences in income and wealth through redistribution"".",1.003491717229642,0.938354885437395,1.4939786706513305,ANSWER-CORRELATION-ARCCOS
32238,Would you support the introduction of a national inheritance tax on all inheritances over one million Swiss francs? [BePart question],32276,"What is your position the following statement: ""It is necessary for the State to balance out differences in income and wealth through redistribution"".",1.003491717229642,1.4968719080484147,1.5244151157525814,ANSWER-CORRELATION-ARCCOS
32219,Should the federal government provide more financial support for public housing construction? [BePart question],32276,"What is your position the following statement: ""It is necessary for the State to balance out differences in income and wealth through redistribution"".",1.0104546742957656,1.003491717229642,1.4120443131934743,ANSWER-CORRELATION-ARCCOS
32219,Should the federal government provide more financial support for public housing construction? [BePart question],32276,"What is your position the following statement: ""It is necessary for the State to balance out differences in income and wealth through redistribution"".",1.0104546742957656,0.9213884789593504,0.938354885437395,ANSWER-CORRELATION-ARCCOS
32219,Should the federal government provide more financial support for public housing construction? [BePart question],32276,"What is your position the following statement: ""It is necessary for the State to balance out differences in income and wealth through redistribution"".",1.0104546742957656,1.4598703679905571,1.5645333069492753,ANSWER-CORRELATION-ARCCOS
32273,Should Switzerland return to a strict interpretation of neutrality (renounce economic sanctions to a large extent)? [BePart question],32266,"Should the Federal Council be allowed to authorize other states to re-export Swiss weapons in cases of a war of aggression in violation of international law (e.g., the attack on Ukraine)? [BePart question]",1.018242376699051,0.9998118571227994,1.5705816962019663,ANSWER-CORRELATION-ARCCOS
32240,"Are you in favor of introducing a minimum wage of CHF 4,000 for all full-time employees?",32281,"Should the federal government spend more or less in the area of ""Social services""?",1.020353142654923,1.5342476528925024,1.5431185373797969,ANSWER-CORRELATION-ARCCOS
32240,"Are you in favor of introducing a minimum wage of CHF 4,000 for all full-time employees?",32281,"Should the federal government spend more or less in the area of ""Social services""?",1.020353142654923,1.493340642790864,1.5322360965643695,ANSWER-CORRELATION-ARCCOS
